,code,d20071231,d20080131,d20080229,d20080331,d20080430,d20080530,d20080630,d20080731,d20080829,d20080926,d20081031,d20081128,d20081231,d20090123,d20090227,d20090331,d20090430,d20090527,d20090630,d20090731,d20090831,d20090930,d20091030,d20091130,d20091231,d20100129,d20100226,d20100331,d20100430,d20100531,d20100630,d20100730,d20100831,d20100930,d20101029,d20101130,d20101231,d20110131,d20110228,d20110331,d20110429,d20110531,d20110630,d20110729,d20110831,d20110930,d20111031,d20111130,d20111230,d20120131,d20120229,d20120330,d20120427,d20120531,d20120629,d20120731,d20120831,d20120928,d20121031,d20121130,d20121231,d20130131,d20130228,d20130329,d20130426,d20130531,d20130628,d20130731,d20130830,d20130930,d20131031,d20131129,d20131231,d20140130,d20140228,d20140331,d20140430,d20140530,d20140630,d20140731,d20140829,d20140930,d20141031,d20141128,d20141231,d20150130,d20150227,d20150331,d20150430,d20150529,d20150630,d20150731,d20150831,d20150930,d20151030,d20151130,d20151231,d20160129,d20160229,d20160331,d20160429,d20160531,d20160630,d20160729,d20160831,d20160930,d20161031,d20161130,d20161230,d20170126,d20170228,d20170331,d20170428,d20170531,d20170630,d20170731,d20170831,d20170929,d20171031,d20171130,d20171229
X1612,300244.SZ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药
X1613,300245.SZ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机
X1614,300246.SZ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药
X1615,300247.SZ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电
X1616,300248.SZ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机
X1617,300249.SZ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电,家电
X1618,300250.SZ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信
X1619,300251.SZ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒,传媒
X1620,300252.SZ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,国防军工,国防军工,国防军工,国防军工,国防军工,国防军工,国防军工,国防军工,国防军工,国防军工,国防军工,国防军工,国防军工,国防军工,国防军工,国防军工,国防军工,国防军工,国防军工,国防军工,国防军工,国防军工,国防军工,国防军工,国防军工,国防军工,国防军工,国防军工,国防军工,国防军工,国防军工,国防军工,国防军工,国防军工,国防军工,国防军工,国防军工,国防军工,国防军工,国防军工,国防军工,国防军工,国防军工,国防军工
X1621,300253.SZ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机,计算机
X1622,300254.SZ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药
X1623,300255.SZ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药,医药
X1624,300256.SZ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件,电子元器件
X1625,300257.SZ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械
X1626,300258.SZ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车,汽车
X1627,300259.SZ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械
X1628,300260.SZ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械
X1629,300261.SZ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,医药,医药,医药,医药,医药,医药,医药,医药,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工,基础化工
X1630,300262.SZ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业,电力及公用事业
X1631,300263.SZ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械,机械
X1632,300264.SZ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信,通信
