"","d20071228","d20080131","d20080229","d20080331","d20080430","d20080530","d20080630","d20080731","d20080829","d20080926","d20081031","d20081128","d20081231","d20090123","d20090227","d20090331","d20090430","d20090527","d20090630","d20090731","d20090831","d20090930","d20091030","d20091130","d20091231","d20100129","d20100226","d20100331","d20100430","d20100531","d20100630","d20100730","d20100831","d20100930","d20101029","d20101130","d20101231","d20110131","d20110228","d20110331","d20110429","d20110531","d20110630","d20110729","d20110831","d20110930","d20111031","d20111130","d20111230","d20120131","d20120229","d20120330","d20120427","d20120531","d20120629","d20120731","d20120831","d20120928","d20121031","d20121130","d20121231","d20130131","d20130228","d20130329","d20130426","d20130531","d20130628","d20130731","d20130830","d20130930","d20131031","d20131129","d20131231","d20140130","d20140228","d20140331","d20140430","d20140530","d20140630","d20140731","d20140829","d20140930","d20141031","d20141128","d20141231","d20150130","d20150227","d20150331","d20150430","d20150529","d20150630","d20150731","d20150831","d20150930","d20151030","d20151130","d20151231","d20160129","d20160229","d20160331","d20160429","d20160531","d20160630","d20160729","d20160831","d20160930","d20161031","d20161130","d20161230","d20170126","d20170228","d20170331","d20170428","d20170531","d20170630","d20170731","d20170831","d20170929","d20171031","d20171130","d20171229","d20180131","d20180209"
"002431.SZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.229856,0.12791764,0.10816249,0.08602117,0.08671127,0.08405785,0.04870583,0.02938685,0.0212757,0.0178242,0.01688673,0.01443523,0.01127927,0.01392603,NA,0.01476447,0.01203617,NA,0.00882473,0.0097542,0.00852738,0.01120082,0.01160285,0.0137567,0.01431498,0.01425373,0.01322775,0.01010055,0.00905728,0.00733532,0.01014263,0.01374343,0.01949878,0.02242118,0.02336332,0.02257787,0.02036508,0.01694962,0.01343192,0.01310685,0.01518058,0.01536128,0.02111545,0.01902582,0.02011685,0.01522198,0.01466225,0.01174653,0.01080105,0.0094276,0.0134295,0.01876865,0.0218214,0.02148925,0.0317503,0.03599412,0.03613885,0.03130947,0.03440917,NA,0.04378052,0.0502251,NA,NA,NA,0.05294683,0.06035833,0.04999718,0.06464533,0.11841182,0.14696433,0.15281817,0.11897318,0.11194368,0.08695205,0.07801123,0.05627032,0.04438878,0.02707028,0.0222546,0.02106775,0.02698258,0.07278485,0.1076011,0.1273665,0.08177473,0.0521803,0.03759845,0.03595953,0.02441132,0.01863003,0.01523317,0.01542868
"002432.SZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.30558217,0.19111176,0.15289378,0.1002304,0.08654395,0.08302363,0.07249483,0.06311345,0.05049612,0.03466637,0.02697625,0.0234805,0.02044145,0.02836617,0.0543039,0.05823902,0.06204672,0.08440368,0.10166428,0.1010824,0.07836325,0.06142293,0.05580543,0.04830032,0.03434718,0.03065737,0.02060892,0.01808922,0.03906575,0.04725787,0.05284018,0.03856393,0.0398275,0.04289672,0.03466483,0.08054367,0.09672415,0.10866263,0.06796867,0.06109867,0.05296285,0.03897163,0.02859453,0.03152882,0.04399597,0.05336813,0.05095113,0.03391773,0.02523833,0.01789683,NA,0.02328722,0.02430463,0.02508232,0.01972205,0.0195941,0.02202472,0.02946588,0.03390572,0.04077565,0.04210923,0.04809718,0.0483354,0.04557977,0.0571501,0.09059165,0.09414712,0.06896928,0.04798982,0.04598913,0.04389718,0.04037218,NA,0.0396528,0.04466523,0.03462297,0.03108143,0.02202495,0.01707832,0.0125918,0.00940017,0.0092719,0.01088925,0.01234928,0.01320798,0.0099956,0.00988805,0.01147793,0.03002725,0.03568888,0.03490453,0.01556938,0.01385572
"002433.SZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23325411,0.11502787,0.09900421,0.07038537,0.0668445,0.0669315,0.05246553,0.04114928,0.03175348,0.03276082,0.03146345,0.02257467,0.00995697,0.00939767,0.00906582,0.00772493,0.00630452,NA,0.00931873,0.01572033,0.02045192,0.01971817,0.01435568,0.00966807,0.00875772,0.02239275,0.03218027,0.0335359,0.03249295,0.03568247,0.05219585,0.05861603,0.06179027,0.05689067,0.04893062,0.04799133,0.04794025,0.04427875,0.03868913,0.04160828,0.04143192,0.03497902,0.03056628,0.03059592,0.04842675,0.05810037,0.05378507,0.03049128,0.0179442,0.01244202,0.01584947,0.02328355,0.02723625,0.02549647,0.02254457,0.0223809,0.02661203,0.03111345,0.03546687,0.0389749,0.03755335,0.04242863,0.03472143,0.03268225,0.03855803,0.05028915,0.04837355,0.04452648,0.02931625,0.02756653,0.02545818,0.02267397,0.02045503,0.02215803,0.02140932,0.02716927,0.02438867,0.02678167,0.01714737,0.01351467,0.01076608,0.0122775,0.01305323,0.01195507,0.00928068,0.00877515,0.00888728,0.00881665,0.01087815,0.010029,0.00890837,0.0066885,0.0069646
"002434.SZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19164833,0.11178106,0.10183689,0.07622687,NA,0.06589767,0.0499948,0.03780387,0.024918,0.01929618,0.02279478,0.02171233,0.01787083,0.01325283,0.01060065,0.00923405,0.00921117,0.01041372,0.0107884,0.00940152,0.01359747,0.02196677,0.02303642,0.02135247,0.01528055,0.01404695,0.009119,0.0076572,0.00753837,0.00722603,0.0059029,0.01500012,0.02473538,0.03625077,0.0303991,0.02429513,0.01454112,0.01577265,0.01549347,0.02182473,0.0207794,0.01515487,0.01093682,0.00843832,0.00868845,0.00679615,0.00771363,0.01136913,0.01374332,0.01514385,0.01186538,0.01036198,0.00940687,0.00967583,0.00982298,0.0097086,NA,0.01054967,0.0139115,0.01726548,0.01884033,0.02177755,0.02165078,0.01730277,0.01728335,NA,NA,NA,NA,NA,NA,0.01724492,0.01758558,0.0147613,0.01337565,0.00960397,0.0075945,0.00638367,0.00633787,0.00542682,0.0045706,0.00381485,0.00396905,0.00464397,0.00514445,0.00630998,0.00715212,0.00841418,0.00804027,0.0107773,0.01116262,0.01140142,0.01169088
"002435.SZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23702544,NA,0.11780479,0.08543377,0.08099573,0.06967967,0.05691135,0.03978432,0.02774087,0.02328053,0.03317472,0.03199628,0.02796467,0.0156925,0.01965127,0.0163822,0.01507587,0.00976467,0.007895,0.00698682,0.00671027,0.00950857,0.01296985,0.0111203,0.01110588,0.0075276,0.00715177,0.0484531,0.06732978,0.07464615,0.04678885,0.04564098,0.0516982,0.05098662,0.03860162,0.03735982,0.02965722,0.02642502,0.0220357,0.02199935,0.02332655,0.01537303,0.01202307,0.01037775,0.01308432,0.01257877,0.01077808,0.00599592,0.00508645,0.005311,0.00879225,0.01275852,0.0146447,0.01442365,0.01365985,0.0123687,0.01215695,0.01840893,0.02761625,0.03994467,0.04449178,NA,NA,NA,NA,NA,NA,0.04480983,0.05496957,0.05306943,0.04314598,0.02669112,0.02326892,0.02217522,0.02126303,0.01793523,0.01475752,0.01468577,0.01302252,0.0099333,0.00778085,0.01027073,0.01079273,0.01163827,0.01177975,0.013256,0.01461838,0.01256905,0.01131955,0.00865885,0.00721392,0.0064724,0.00700483
"002436.SZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17599133,0.09286226,0.0994236,0.08029998,0.08023202,0.06718152,0.04720178,0.0371295,0.02959598,0.02420993,0.02073778,0.01588883,0.01149095,0.01244767,0.01545188,0.01479438,0.01260143,0.00943838,0.00910505,0.00938607,0.00820238,0.00860262,0.00864812,0.00836832,0.00687107,0.00682808,0.00600972,0.00661742,0.0062353,0.00502445,0.0065941,0.01079448,0.0134045,0.0139846,0.01022423,0.00953637,0.0097615,0.01300203,0.01706553,0.01954327,0.0210649,0.01663495,0.01214592,NA,0.01358093,0.01824495,0.02062215,0.01432337,0.01106428,0.01128233,0.01420223,0.01524253,0.01580515,0.01430523,0.01449262,0.01546142,0.01477388,0.01316632,0.0174328,0.02750317,0.03664472,NA,NA,NA,0.04840082,0.06121608,0.053018,0.0404527,0.02986842,0.02568402,0.02349798,0.02063383,0.02421977,0.02295387,0.02896203,0.02671705,0.03180497,0.04733195,0.04639812,0.03918078,0.01997933,0.01685527,0.01630832,0.01210398,0.00833543,0.00696443,0.00719477,0.01149863,0.01267088,0.01482555,0.02353852,0.02376622,0.0231538
"002437.SZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35125283,0.13433359,0.09735906,0.05089753,0.04351635,0.0373642,0.02711318,0.02179797,0.02704638,0.0307769,0.0355728,0.02893833,0.02320175,0.0194511,0.01630758,0.01303465,0.01124462,0.01179813,0.01261793,0.01221467,0.0116983,0.0175869,0.01939333,0.01849017,0.01591833,0.0169357,0.01534255,0.01170107,0.01428815,0.01718593,0.01785718,0.02062332,0.02254793,0.02650753,0.02223382,0.02063118,0.0202515,0.02110303,0.02010337,0.01963162,NA,0.02361115,0.02159533,0.01962637,0.01289025,0.00988252,NA,NA,0.0092561,0.00777,0.00789468,0.00892465,0.01006182,NA,NA,0.0126777,0.01406572,0.01875948,0.02230578,NA,0.02320927,0.02165548,0.01749397,0.01221263,0.01113822,0.0093039,0.00755092,0.0066163,0.00812775,0.01022793,0.01281228,0.01126183,0.01068643,0.00733933,0.00586507,0.00596202,0.00557207,0.00528713,0.00397113,0.00383107,0.004384,0.0062748,0.00667192,0.00522735,0.00330655,0.00271747,0.00279547,0.00247955,0.00248012,0.00386648,0.00498668,0.0054607,NA
"002438.SZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.385961,0.18962218,0.16529582,0.12798072,0.1158494,0.10135355,0.06602268,0.04008067,0.03154527,0.04046808,0.04174083,0.04091855,0.02663892,0.02708688,0.05511115,0.06933615,0.08283437,0.07619042,0.06315207,0.05189477,0.0477434,0.07092293,0.07528602,0.0813722,0.07239465,0.0667846,0.04489803,0.04168545,0.05614973,0.05089705,0.04341727,0.03560093,0.0445522,0.04946093,0.03797042,0.03822647,0.0377843,0.03520185,0.02048983,0.01342053,0.01634068,0.01974822,0.02247507,0.02588137,0.02674612,0.03275343,0.03111555,0.02518548,0.02211205,NA,0.03290923,0.03579463,0.03561493,0.04764533,0.05310402,0.07646685,0.06529175,0.0764873,0.08774312,NA,NA,NA,NA,0.09902073,NA,0.09163202,0.09209692,0.06837543,0.05884312,0.04148967,0.0392897,0.03554945,0.0426481,0.045931,0.04299135,0.02948155,0.02818257,0.03264105,0.02659862,0.01760132,0.01257085,0.01563753,0.0158638,0.01629023,0.01341122,0.01109937,0.01663403,0.01949683,0.01849867,0.0139154,0.00982998,0.00977557,0.01004365
"002439.SZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.50768917,0.22291267,0.16377306,0.09440548,0.0728666,0.05823325,NA,NA,NA,NA,NA,0.04557512,0.03219558,0.01837038,NA,0.00569972,0.0063014,0.00867052,0.0106342,0.01038598,0.00853222,NA,0.01060793,0.0122802,0.01072177,0.01001518,0.01210833,0.01675622,0.02169568,0.02027688,0.01729122,0.01989578,0.02703815,0.03247053,0.02897777,0.02577202,0.03328265,0.0338956,0.03472418,0.0283926,0.02917207,0.02910043,0.02811837,0.02966822,0.02789757,0.0247967,0.01848068,0.01637233,0.01841805,0.02128438,0.02114895,0.02271852,0.02227213,0.02127357,NA,NA,NA,0.03043288,0.04095417,0.05269877,0.0515383,0.05479607,0.05567795,0.05903842,0.05748328,0.05254358,0.04020125,0.0297284,0.02487547,NA,NA,NA,0.02614587,0.02824372,0.02558387,0.01701955,0.01929677,0.02020008,0.01876813,0.0121283,0.0090219,0.01023093,NA,0.01420962,0.0148875,0.01475253,0.01672242,0.0167361,0.01869102,0.0209504,0.02154857,0.02175095,0.01994677
"002440.SZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06545132,0.05702112,0.05102217,0.049135,0.06303178,0.06046557,0.04391448,0.03145528,0.02354653,0.02587138,0.02010445,0.01524182,0.01625118,0.01846548,0.01511157,0.00945203,0.00730208,0.008107,0.00910268,0.01099503,0.01373192,0.0136451,0.01124562,0.00843487,0.00642453,0.00757167,0.01328908,0.01435698,NA,0.01133825,0.02029103,0.0248752,0.0234951,0.01688225,0.01616712,0.01523507,0.01638903,0.0157606,0.01670382,0.02070432,0.02298883,0.03016243,0.02843583,0.03799168,0.0372025,0.0398476,0.0294661,0.02179323,0.01742688,0.02255932,0.03580653,0.04449385,0.04348913,0.04413888,0.06106908,0.06970763,0.07196012,0.06175358,0.06504413,0.07053382,0.07801308,0.06872273,0.04767088,0.03393927,0.02608845,0.02438785,0.01724775,0.01365115,0.02149302,0.02552005,0.02688823,0.02158945,0.0240437,0.02247782,0.01872397,NA,NA,NA,0.01319643,0.01174675,0.01224692,0.01065087,0.00836882,0.00713785,0.00973255,0.0233965,0.02877922,0.02540517,0.01547677,0.01516373,0.02161727,0.02468042
"002441.SZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21809705,0.15132245,0.11885925,0.07230342,0.05857623,0.05661213,0.05074877,0.0460579,0.03842837,0.03489508,0.02379628,0.0184099,0.0287638,0.03331607,0.02732005,0.01747613,0.01561212,0.01805145,0.01610865,0.01307552,0.01365635,0.01676353,0.01619443,0.01511088,0.01208513,0.01630202,0.01551363,0.0144488,0.00943423,0.01096787,0.01548662,0.02125023,0.02286177,0.01879482,0.01911805,0.01832915,0.03379773,0.04543433,0.04843475,0.0426417,0.02629302,0.01998935,0.01049297,0.01285383,0.01551145,0.01527463,0.0100779,0.0078948,0.01170508,0.01541377,0.02429157,0.02711425,0.03107838,0.02787393,0.02673943,0.02524562,0.02623607,0.03405208,NA,0.03881137,0.04635818,0.04173873,0.04432078,0.04858802,0.05801213,0.0500204,0.03903495,0.02794267,0.03257632,0.04127173,0.04343265,0.04313743,0.03617537,0.02751058,0.0186362,0.01217813,0.01135987,0.01009415,0.00901358,0.0074837,0.00674822,0.00786598,0.00804527,0.01085818,0.01117478,0.01366252,0.01742778,0.0218132,0.02043128,0.01280163,0.00668135,0.00640188
"002442.SZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.251736,0.18279551,0.15927327,0.11221647,0.08877557,0.0623849,0.04269677,0.03355208,0.03376558,0.05652783,0.08007863,0.09616547,0.10048645,0.10809835,0.08008227,0.06811688,0.04120893,0.03098268,0.02907003,0.03084577,0.0454442,0.04963773,0.03920865,0.02111002,0.02067267,0.04074652,0.04877517,0.04395158,0.02087583,0.01718218,0.0174094,0.0421493,0.05631205,0.0540371,0.0327253,0.02131517,0.01663095,0.00944455,0.00780443,0.00768707,0.00644782,0.00485657,0.00437385,0.00536193,0.02173995,0.03367258,0.03830915,0.02579403,0.02387968,0.03671033,0.0443338,0.04078765,NA,NA,NA,NA,NA,NA,0.05384977,0.06107898,0.0674445,0.04483398,0.03391842,0.03382392,0.03640638,0.04512737,0.04200327,0.03663732,0.02323512,0.02243677,0.02130955,0.02320557,0.02075358,0.01843385,0.01789675,0.0173643,0.01958105,0.01445802,0.01158465,0.00732697,0.00754853,0.00979808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"002443.SZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13142168,0.11162703,0.09635851,0.0750209,0.06521348,0.06847117,0.05911453,0.0472042,0.02587432,0.02451327,0.02196718,0.01593795,0.01314282,0.01453447,0.02675467,0.0289909,0.03047957,0.0157933,0.01207435,0.01050482,0.01634415,0.02291373,0.0265178,0.02533042,0.02418927,0.04070977,0.06557742,0.07152998,0.0530821,0.03477033,0.03623433,0.04291095,0.06014107,0.06355413,0.06860958,0.05968255,0.04018507,0.03004893,0.0347642,0.04411638,0.06426887,0.05832517,0.04451823,0.03394318,0.03000248,0.03147408,NA,0.02793022,0.02464032,NA,NA,NA,0.03348155,0.03070045,0.03467583,0.02865273,0.03306608,0.04739712,NA,NA,0.07367577,NA,NA,NA,0.08405573,0.07754337,0.06172647,0.05023542,0.04110113,0.04087187,0.03806557,0.04175045,0.04056685,0.04069593,0.03159552,0.03766318,0.0389314,0.0355058,NA,NA,NA,0.03183022,0.04160787,0.05375108,0.0451587,0.02514422,0.02027637,0.01916747,0.01568588,0.01457857,0.01566372,0.01522468
"002444.SZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08127143,0.11155533,0.09361027,0.08669237,0.06485675,0.05725488,0.04399947,0.03553492,0.03436592,0.04137217,0.03916352,0.02946008,0.02277873,0.02047547,0.01893267,0.01709182,0.02015545,0.01899092,0.0193758,0.01493812,0.02553298,0.02647922,0.02288457,0.01107257,0.01050045,0.01403977,0.01717893,0.02507897,0.02508902,0.02762478,0.02456127,0.02525395,0.0229378,0.01828763,0.02173193,0.02395057,0.02279352,0.01453118,0.00895045,0.00731918,0.0081168,0.01075138,0.01230018,0.0138834,0.01124788,0.01004697,0.00663977,0.00586333,0.00716583,0.0084482,0.01265465,0.01295112,0.0137028,0.01267772,0.013484,0.01432087,0.01952683,0.02486463,0.03103305,0.03251603,0.03270737,0.02959398,0.02474373,0.02252038,0.02404645,0.02478528,0.02166468,0.01693273,0.01551695,0.0212809,0.0306912,0.03658365,0.03114442,0.02003308,0.01149187,0.0099494,0.01007495,0.01092657,0.00881245,0.00775708,0.0110211,0.01242275,0.01256043,0.0090802,0.0088809,0.00896637,0.01002805,0.01305002,0.01705357,0.01523723,0.01079878,0.00897847
"002445.SZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21573914,0.16733117,0.13580728,0.10034612,0.08172958,0.070338,0.05104838,0.04419357,0.03847875,0.04296313,0.03469408,0.03307355,0.03212408,0.04351335,0.03579112,0.0329645,0.02431452,0.03130285,0.03471787,0.04489708,0.04982937,0.04575622,0.04174107,0.03165543,0.02481083,0.01819978,0.03206605,0.03987425,0.03543488,0.02592117,0.02972827,0.03425013,0.03162325,0.02108873,0.01887033,0.01765122,0.01537608,0.00994997,0.0081048,0.00828843,0.00849103,NA,NA,NA,0.01414063,0.02066125,0.02007007,0.01984827,0.01478533,0.01579718,0.01261645,0.01458068,0.01675472,0.01601665,0.01400027,0.01241245,NA,0.0208114,0.0250044,NA,NA,NA,NA,0.0305188,0.03862425,0.03902433,0.02781718,NA,0.01948067,0.0190017,0.01908002,NA,NA,NA,0.01955872,0.0164174,0.01441378,0.01105683,0.00831637,0.00781902,0.00699842,0.0077191,0.00719475,0.00825423,0.0090835,0.00960372,0.00933775,0.00789255,0.00976613,0.00913733,0.0089786,NA
"002446.SZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25938193,0.16087261,0.14850639,0.10568835,0.09910428,0.09115205,0.07645062,0.06700235,0.04506575,0.03427022,0.02676638,0.02028882,0.02509802,0.04601588,0.04476852,0.04663615,0.03152787,0.03262133,0.02648772,0.02813052,0.04785037,0.04940145,0.03658458,0.03264993,0.03067908,0.0353527,0.02942232,0.03018428,0.0404514,0.04087238,0.05737893,0.05296853,0.06055895,0.04313047,0.04744127,0.03447145,0.03450315,0.0199526,0.02042337,0.02354047,NA,NA,0.0229373,0.03048717,0.03680685,0.03663458,0.03447727,0.03601672,0.03502,0.0317444,0.02517602,0.02917183,0.03889792,0.03975427,NA,NA,NA,0.04062965,0.04148902,0.04407592,0.05983467,0.0580288,0.05797728,0.05336892,0.05760482,0.06535937,0.06482935,0.05597045,0.0487545,0.04318233,0.04121963,0.05909262,0.06625842,0.06127648,0.03372812,0.02490347,0.02159918,0.02163623,0.01815405,0.01531207,0.01226002,0.01116802,0.00966005,0.00758452,0.00658972,0.00706413,0.0124103,0.01877205,0.02028232,0.02021555,0.01577885,0.0157453
"002447.SZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29381007,0.23924994,0.23211958,0.19844428,0.16333525,0.10525823,0.05612872,NA,NA,0.03313423,0.02455408,0.01633947,0.02759562,0.04421187,0.04399052,0.03414857,0.02818728,0.03319547,0.03539072,0.03597742,0.03265887,0.03103508,0.0259354,0.02394323,0.0271297,0.02367983,0.01873327,0.01438122,0.01947,0.03016152,0.04056987,0.03807185,0.03412398,0.0308603,0.03116193,0.03021532,0.01855707,0.01334998,0.01152772,0.01252535,0.00952642,0.00789497,0.00565403,0.00645657,0.00765302,NA,0.00706477,0.00598527,0.00854755,0.01147637,0.0139612,0.01342303,0.01314368,0.01463607,NA,0.01726917,0.02087035,0.02918452,0.03672137,0.0423778,0.04771757,0.0516201,0.04888088,0.04373495,0.04503755,0.04104687,0.03449718,0.02537673,NA,NA,NA,NA,NA,0.02700292,0.04112575,0.04812315,0.05527278,0.03733265,0.03057458,0.0239268,0.02458803,0.02510877,NA,NA,NA,NA,0.02717105,0.02536785,0.01890178,0.01208772,0.05360903,0.05734227
"002448.SZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.394498,0.24464758,0.19562781,0.13365453,0.0963775,0.0699519,0.0495144,0.03645618,0.02353925,0.02274575,0.01985685,0.02490462,0.03596398,0.03263187,0.02137682,NA,0.01051977,0.01142285,0.0127994,0.01098585,0.01398438,0.01574185,0.01520855,0.01138677,0.0086556,0.0103049,0.01397878,0.01581588,0.01308862,0.0153831,0.02270413,0.02654273,0.02647537,0.01681217,0.01718157,0.01816397,0.02189223,0.01969578,0.02057638,0.02320847,0.0227359,0.02242032,0.01657568,0.02131302,0.0218061,0.0219223,0.01304453,0.00994548,0.01057623,0.01981208,0.03002555,0.0405636,0.0409933,0.041021,0.04249263,0.04546972,0.05736138,0.06643367,0.07682522,0.07519087,0.07292543,0.06211822,0.04592747,0.0410531,0.04181818,0.0524917,0.0463927,0.0396523,0.05006715,0.07343318,0.09743293,0.11064913,0.09278813,0.06044393,0.02800502,0.02102277,0.01667045,0.01497647,0.01234675,0.01079012,0.02481447,0.02691567,0.02698497,0.01381195,0.01500587,0.01581897,0.01835947,0.01674,0.01487522,0.00907868,0.0070373,0.00678557
"002449.SZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28066655,0.16731782,NA,0.07992563,0.05746045,0.0553327,0.04420487,0.0331901,NA,0.02803418,0.0311451,0.03205262,0.03229133,0.02976417,0.02383693,0.0183226,0.02318423,0.02342152,0.02352737,0.01720372,0.01831978,0.01750447,0.01840365,0.01815497,0.01708845,0.02204932,0.02101267,0.02094098,0.00860045,0.00811213,0.01218758,0.01510737,0.0180765,0.014522,0.02447038,0.03015,0.03415137,0.02390975,0.01823245,0.01764597,0.01516007,0.01533437,0.0220127,0.02855388,0.02984782,0.02501018,0.01828448,0.0151049,0.01298065,NA,0.0143706,0.02557227,0.03209175,0.03449447,0.02935932,0.02673705,0.0292709,0.03141285,0.04600705,0.05864277,0.066953,0.06009315,0.04680968,0.04118027,0.03887862,0.04583643,0.04071597,0.04023612,0.04770793,0.04818372,0.03921063,0.03105862,0.03368472,0.03083695,0.0463133,0.04710975,0.05083302,0.02792612,0.02000513,0.01619213,0.01936132,0.021795,0.02771738,0.02887717,0.03317355,0.03203552,0.0310208,0.02875098,0.02890762,0.02722775,0.02461312,0.0235544
"002450.SZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36662364,0.21386209,0.15737683,0.10152352,0.06704235,0.05507157,0.03855292,0.0293739,0.02549005,0.02185425,0.01787183,0.0165918,0.03139792,0.03513502,0.03142752,0.01981467,0.0141187,0.0141484,0.01283423,0.01276248,0.01598768,0.02212653,0.02490718,0.02239225,0.02245473,0.02641362,0.02593907,0.0221115,0.01483075,0.01429745,0.01458262,0.01561072,0.01771428,0.01984637,0.02310853,0.02539768,0.02579995,0.01946632,0.01498615,0.01073808,0.01023132,0.00776893,0.00841245,0.01059185,0.01277103,0.01173413,0.00849217,0.00768052,0.00765122,0.00996332,0.01207268,NA,0.01425278,0.01523538,0.01592792,0.015775,0.01792502,0.02231117,0.02611027,0.03035095,0.03353665,0.03406163,0.0290012,0.02223218,0.01827043,0.02029288,NA,NA,0.02020673,0.01748617,0.01376858,0.01404242,0.01548942,0.01524373,0.01413672,0.01100165,0.01118593,0.0127276,0.0123499,0.01085047,0.00870418,0.01005988,0.01167782,0.01266045,0.01467347,NA,0.01545045,0.01524487,0.01475167,0.01263247,0.01198805,NA
"002451.SZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40188278,0.2146448,0.17660886,0.12144985,0.08855092,0.06565958,0.04810277,0.04260507,0.0455813,0.04888073,0.04285998,0.02609753,0.02393025,0.02097647,0.02214322,0.01576093,0.0218615,0.02092845,0.02644185,0.03186032,0.03921287,0.03471635,0.02457367,0.01449875,0.01197978,0.01076837,0.02337445,0.05314328,0.06387473,0.05676497,0.04281685,0.0456695,0.04545747,0.03689668,0.02336458,0.02659308,0.0256621,0.02217095,0.01879818,0.01979363,0.01767378,0.00877642,0.00834135,0.00858188,NA,0.0472168,0.08756262,0.1025611,0.06152543,NA,NA,0.05337955,0.0482158,NA,0.03244997,0.02953623,0.03608148,0.05245553,0.06196832,0.06607798,0.07154308,0.07207342,0.05978093,0.05400538,0.05122072,0.05284493,0.04523605,0.0431086,0.04874043,0.04966997,0.03700545,0.03184177,0.02802647,0.02596857,0.02446267,0.02259017,0.03265197,0.03219172,0.03439725,0.03476637,0.0285776,0.0264632,0.0137836,0.01077092,0.00689523,0.00476208,0.0050055,0.00548642,0.0059986,0.00552995,0.00430067,NA
