"","d20080131","d20080229","d20080331","d20080430","d20080530","d20080630","d20080731","d20080829","d20080926","d20081031","d20081128","d20081231","d20090123","d20090227","d20090331","d20090430","d20090527","d20090630","d20090731","d20090831","d20090930","d20091030","d20091130","d20091231","d20100129","d20100226","d20100331","d20100430","d20100531","d20100630","d20100730","d20100831","d20100930","d20101029","d20101130","d20101231","d20110131","d20110228","d20110331","d20110429","d20110531","d20110630","d20110729","d20110831","d20110930","d20111031","d20111130","d20111230","d20120131","d20120229","d20120330","d20120427","d20120531","d20120629","d20120731","d20120831","d20120928","d20121031","d20121130","d20121231","d20130131","d20130228","d20130329","d20130426","d20130531","d20130628","d20130731","d20130830","d20130930","d20131031","d20131129","d20131231","d20140130","d20140228","d20140331","d20140430","d20140530","d20140630","d20140731","d20140829","d20140930","d20141031","d20141128","d20141231","d20150130","d20150227","d20150331","d20150430","d20150529","d20150630","d20150731","d20150831","d20150930","d20151030","d20151130","d20151231","d20160129","d20160229","d20160331","d20160429","d20160531","d20160630","d20160729","d20160831","d20160930","d20161031","d20161130","d20161230","d20170126","d20170228","d20170331","d20170428","d20170531","d20170630","d20170731","d20170831","d20170929","d20171031","d20171130","d20171229","d20180131"
"300129.SZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453620718023559,0.100577535819415,0.107911208994535,0.147432303249653,0.165640751043773,0.216369686621861,0.197365215717885,1.79430022754784,1.88169425845875,1.85613242650931,1.82130960036468,1.81240944431309,1.86343940245393,1.87061242006369,1.87409023855389,1.87152434533374,1.89644784761939,0,0.0307827119323315,0.0357878953382637,0.622048854382375,0.616316019706864,0.627610951256603,0.650016304003598,0.75206335534799,0.180518586194608,0.220850558287048,-0.752513265848379,-0.718099111154819,-0.694379465317355,-0.402182652187498,-0.172289881153168,0.376856144382227,0.4767006955168,0.509098167207162,0.508183028441034,0.552277093176669,0.569573894178289,0.544946338615336,0.541833204306383,0,0,0,0,0.599566166526888,0.622165626016933,0.630608074540574,0.666533590508721,0.738939420821033,-0.291293641047435,0.189520408760858,0.210889043164645,0.282612588221066,0.305856800957304,0.469249913001331,1.08263228769219,1.05314145062456,1.05736044803672,1.17837197140261,1.19810665174524,1.24598893010454,1.24286747050292,1.22376493640629,1.23399486553605,1.24036227771376,0.571609532261732,-1.03112528613976,-1.58090680195639,-1.10461266568578,-0.778513920568876,-0.966356433327995,-1.08373318945534,-1.02295394860463,-1.09238472766173,-1.02245241950747,-1.07792907632013,-1.12268190469828,-1.11961156004696,-1.21031957469822,-1.18843093849886,-1.02511621436487,-1.01605266277141,-0.949474193902768,-0.599012153968575
"300130.SZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.80604534448289,-1.71024737961486,-1.74327254575734,-1.1007243155767,-1.11191700741434,-1.15719287608811,-1.17235079542764,-1.24378081495933,-0.885008257730499,-1.32409521378738,-1.37062355440278,-1.23299623358115,-1.18389544372697,-0.879976702103293,-0.911202443357025,-0.825477136937415,-0.942788782212165,-0.922672056846477,-0.946594193920434,-0.894630920937204,-0.882390325169593,-0.913230717286505,-0.454591870117498,-0.449722426643809,-0.42800816398884,0.12908429038666,0.180518586194608,1.24160590686438,1.36056325591175,1.36497116891804,1.36959657312103,0.956601537956389,1.04314001186865,0.376856144382227,0.4767006955168,0.509098167207162,0,0,0,0,0,0,0,0,-1.6009507632187,-1.57724597289089,-0.474406975241642,-0.445804933736132,-0.420012732839998,-0.724557296477834,-0.676806205867534,-0.20406171438228,-0.16551383804581,-0.491972278212483,-0.682327697075393,-0.5350282293846,-0.538247738927199,-0.156070144591433,-0.163042526185187,-0.135096269808326,-0.126271918109084,-0.0787010151688787,-1.42152870578938,-0.122627552974907,-0.124066141679691,-0.11154706466421,-0.117506424119029,0.101472534340405,-0.165042628665799,-0.444999761314995,-0.171263222927867,-0.172894702748465,-0.37789263490006,-0.97101993236741,-0.997469981761555,-0.287542033943583,-0.29097800455198,-0.289537837638629,-0.480947152470655,-0.558786709825138,-0.563396052755289,-1.21574357224169,-1.27618670076755,-1.3614277699971,-1.32238797654572
"300131.SZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.85633168185585,-1.80604534448289,-1.71024737961486,-1.74327254575734,-1.70495143473012,-1.74149721627035,-1.68628928834008,-1.72780010485161,-1.45381997246213,-1.46157845517562,-1.42707085663357,-1.43312775669722,-1.37129221896223,-1.12067745426252,-1.67796997142207,-1.70590450385083,-1.72533292876785,-1.74677486724778,-1.72803133014593,0.101774036224137,0.0307827119323315,0.0357878953382637,0.00797387389847077,0.00439488190734464,0.012018263352939,0.0340287244015414,0.12908429038666,0.180518586194608,0.220850558287048,0.304024995031684,0.32343602888161,0,0.277209442884445,0.348638411758636,0.376856144382227,0.4767006955168,0.509098167207162,0.508183028441034,0,0,0,0,0,2.01704310771913,2.01612331182522,2.04388247998821,1.14376920138133,0.622165626016933,0.630608074540574,0.666533590508721,0.190155591025448,0.286859575539396,0.976448552993658,0.963469009016143,1.05696512566048,1.09626211219872,1.07176859693817,0,0,0,0,0,0,0,0,0,-1.46345640704217,-1.49573833688055,-0.181676920779635,-0.165042628665799,0.309045509133739,0.301105845185788,-0.172894702748465,-0.173690788890146,-0.590646066190377,-0.617525968893875,-0.598465658605227,-0.605815109605784,-0.608059192939137,-0.601346364929661,-0.190605841338995,-0.188315108358045,-0.224540789397036,-0.219373674960686,-0.20801707350261,-0.178807255406484
"300132.SZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.71024737961486,-1.12871731356781,-1.1007243155767,-1.11191700741434,-1.22330677849411,-1.24175765698324,-1.2887608986887,-1.29469764403184,-1.11795838639616,-1.12041904491783,-1.75174884999684,-1.75342688034359,-1.67796997142207,0,0.0743786548930217,0.0623747390429806,0.0842082587367297,0.101774036224137,0.0307827119323315,0.0357878953382637,0.00797387389847077,0.00439488190734464,0.012018263352939,0.0340287244015414,0.12908429038666,0.180518586194608,0.220850558287048,0.304024995031684,0.32343602888161,0.33760855390184,-0.741980618729631,-0.693218174064972,0.376856144382227,0.4767006955168,0.509098167207162,0.508183028441034,0.552277093176669,-1.49207599070515,0.544946338615336,0.541833204306383,0.575733936769868,0.591979604408202,0.557930192095268,0.586036662202462,0.599566166526888,0.622165626016933,0.630608074540574,0.666533590508721,0.738939420821033,0.865012792126228,0.976448552993658,0,0,0,0,0,0,0,0,0,0,0,-1.46902004235611,-1.48212714889544,-1.46345640704217,1.26072548864249,-0.181676920779635,-0.165042628665799,-0.16226812635109,-0.171263222927867,-0.172894702748465,-1.60367570492596,0,0,0,0,0,0,0,0,0,0,0,0
"300133.SZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0577901019133329,-0.0127923184381785,0.0453620718023559,-0.162908640837904,-0.254661319750397,-0.206741981660349,-0.161224900907477,-0.215624841043543,-0.463069229524402,-0.530211239080287,-0.471345566001569,-0.27708156471086,-0.180272735508394,-0.185127147713617,-0.151655212374003,0.00456471501128703,-0.015606924290022,-0.0327865302479133,-0.0883169501248995,-0.167865668757251,-0.233700504341782,-0.270332723379056,-0.581597064459914,-0.583108160684454,-0.505131309443419,-0.608756994727158,-0.46903542394765,-0.411443743252814,-0.489186862183344,-0.430903019236488,-0.528748022696196,-0.866308669319272,-0.741980618729631,-0.693218174064972,-0.760830247645026,-0.751314105117547,-0.746572750519395,-0.779447727042247,-0.712522421597533,-0.643088568110149,-0.597335478621953,-0.598382032499161,-0.609014911298799,-0.37003446173329,-0.535824023123716,-0.507457050508119,-0.441603079756634,-0.42681572434702,-0.399088609176923,-0.420012732839998,-0.294091260386177,-0.35211535943237,-0.134647710660574,-0.0903235804314837,-0.194126507736235,-0.287006468800733,-0.226056648261786,-0.243586483150582,-0.357524796354418,-0.244321364268367,-0.222573254672974,-0.214475530861383,0.00952333518633161,-0.4527542560895,-0.640450104390917,-0.576843681485421,-0.461961966208578,-0.412723699832548,-0.535613739679685,-0.561484597187165,-0.558092415300556,-0.525469182821129,-0.607613476665687,-0.823761931720025,-0.534717125627212,-0.561660232568245,-0.0241944814623893,-0.133417761158716,-0.0197551235632208,0.200737597207309,-0.120504203979233,-0.11689969654481,-0.472267137464721,-0.283593340768609,-0.331692121185357,-0.713399631603741
"300134.SZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114601728916128,-0.657244010508173,-0.212022729631745,-0.48132076362281,-0.608567205555007,-0.738151786831764,-0.734131103510335,-0.821993538959635,-0.820456063170939,-0.903557009834514,-0.846543532953062,-0.808660374459923,-0.752338742517236,-0.744680147648235,-0.361302205440359,0.317192768317116,0.281029473229879,0.614292129991283,0.8377762602992,0.860934146531838,0.521045851807513,0.493489528367099,0.494877005592192,0.376455710372461,0.371584283527219,0.381410815350338,1.26618869836101,1.06364634403402,1.17944253058783,0.674474235194813,0.773550598166784,1.01772335322989,1.02553176751335,1.041601989095,0.348638411758636,0.376856144382227,0.4767006955168,0.509098167207162,0.508183028441034,0.552277093176669,0.0541614229574294,0.0257273307802044,0.541833204306383,0.575733936769868,-0.120552147247263,-0.171166367769707,0.586036662202462,1.470291022294,1.71873822727551,1.70702108281728,1.75307991385744,1.8365070804122,1.99726805148988,0.976448552993658,0.963469009016143,1.05696512566048,1.09626211219872,1.07176859693817,1.08263228769219,0,0,0,0,0,0,0,0,0,0,-1.59742419637984,-1.58090680195639,-1.57592630117061,-1.58808706250092,-1.60101156844236,-1.60367570492596,-1.54172340750174,-1.56752851569656,-0.131940291988701,-0.133417761158716,-0.130133811043595,-0.120038242221839,-0.190605841338995,-0.188315108358045,0,1.26034212706517,1.27489716729771,1.29146880674219
"300135.SZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.957060891884591,-0.909418831460532,-0.832442653906254,-0.821347504968964,-0.798520112867795,-0.797032456510351,-0.760324268648152,-0.755715209114872,-0.793385527219839,-0.793854873492302,-0.808660374459923,-1.12041904491783,-1.27617806120358,-1.27881734982974,-1.2290538658197,-1.25883988836152,-1.0054482953035,-0.540614824733729,-1.27497143292527,-1.31340985975935,-1.44987910065892,-1.43329725747431,-0.72898979904951,-0.729983921332403,-0.449722426643809,-0.335600786310764,-0.338196736437019,-0.21905099156268,-0.119469274928634,-0.0482248611457288,-0.0238117868065355,-0.178385455707757,0.277209442884445,0.348638411758636,0.376856144382227,0.4767006955168,0.509098167207162,0.508183028441034,0.552277093176669,0.569573894178289,-0.493491677054927,-0.702037963117847,-1.00393119398835,-1.01137717249428,-0.754574866167513,-0.726155793050235,-0.488839903182,-0.474406975241642,-0.445804933736132,-0.0577581886355347,0.738939420821033,0.865012792126228,0.976448552993658,0.963469009016143,1.05696512566048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300136.SZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.91689646543424,-1.85633168185585,-1.80604534448289,-1.71024737961486,-1.05182876516606,-1.02512794333338,-0.931902024204079,-0.892552073460159,-0.894528932226077,-0.36874975879673,-0.293012102952759,-0.499362362523687,-0.494626220744663,-0.325036483617063,-0.329598288802034,-0.53520913300067,-0.730409512853146,-0.825477136937415,-0.713026782213239,-0.692517629058379,-0.706956387533896,-0.431924104502436,-0.576269706452274,0.376455710372461,0.738773685147092,0.27594924175508,0.298129009805484,0.502909111845605,0.580088163951895,0.220850558287048,-0.400263409670966,-0.370851295466673,-0.350314659709675,-0.741980618729631,-0.693218174064972,-0.450552140728502,-0.416400977671815,-0.601721823704513,-0.564842601128366,-0.796909845223268,-0.46125104826343,-0.839706911479392,-0.840314974563174,-0.47737615040228,-0.476924913526789,-0.535824023123716,-0.663607952683189,-0.760941420609222,-0.748550125556286,-0.714908185805308,-0.885706487027258,-0.724557296477834,-0.869446857634267,-0.440163767857467,-0.16551383804581,-0.233854765732677,-0.287006468800733,-0.226056648261786,-0.413527256902938,-0.485943067766357,-0.495968457552925,-0.397789918050513,-0.273542815076886,-0.409873501487235,-0.2795685046305,0.0270912918442832,0.0269502423227003,0.0387852542082203,0.0357529645800522,-0.310509922859254,-0.165042628665799,-0.364138513715317,-0.254572464694762,-0.601329762456634,-0.650447759896485,-0.685668194800243,-0.617525968893875,-0.647441027026277,-0.716900748832689,-0.608059192939137,-0.73878047795241,-0.632422883522366,-0.741034388021824,-0.578435572350873,-0.515316835365858,-0.504599921662674,-0.784266937799307
"300137.SZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114601728916128,-0.0577901019133329,-0.0127923184381785,0.0453620718023559,0.100577535819415,0.107911208994535,0.147432303249653,0.165640751043773,0.216369686621861,0.197365215717885,0.207830667586783,0.119048119649963,0.130978903121313,0.150534305176197,0.145011241711818,0.117694450987421,0.0823539581064279,0.374390575889289,0.36395997841165,0.386308598203469,0.416322243504735,0.493489528367099,0.647845497128801,0.622048854382375,0.616316019706864,0.627610951256603,0.650016304003598,0,0,0.220850558287048,0.304024995031684,0.32343602888161,0.33760855390184,0.277209442884445,0.348638411758636,-0.214120223258111,-0.267476273667614,-0.231374438734561,-0.467197268837551,-0.459562518642693,-0.540624568831442,-0.64178062569264,-0.56376095167252,-0.47737615040228,-0.476924913526789,-0.600136770978593,-0.571754480815501,-0.125965319541057,-0.108809669982033,0.152250133662406,0.18367240441255,0.425254583709876,0.534540413525195,0.0320403390929079,0.0602827313665808,-0.491972278212483,-0.484785655592015,-0.305348107067875,-0.132966952310351,-0.156070144591433,-0.163042526185187,-0.135096269808326,-0.126271918109084,-0.0787010151688787,-0.0893306176432295,0.550568691715694,0.328711398126039,0.339179510084604,0.341996095595663,0.461921790708216,0.542889457979498,0.598845434971741,0.591554732298263,0.30323946027388,0.303066182116193,0.170387017901259,-0.14238218085905,-0.331759795146589,-0.605815109605784,-0.608059192939137,-0.601346364929661,-0.190605841338995,0.11174964715975,-0.436877659169338,-0.430677091489978,-0.419777227088895,-0.045012133750954
"300138.SZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114601728916128,-0.0577901019133329,-0.0127923184381785,0.0453620718023559,0.100577535819415,0.107911208994535,0.147432303249653,0.165640751043773,0.216369686621861,0.197365215717885,0.207830667586783,0.119048119649963,0.130978903121313,0.150534305176197,0.145011241711818,0.117694450987421,0.0823539581064279,0.0743786548930217,0.0623747390429806,0.0842082587367297,0.101774036224137,-0.586098015738501,-1.18851094388691,-1.22036032798758,-1.2196309883925,-1.21935180873039,-1.81393401440463,-1.74003981690806,0.180518586194608,0.220850558287048,0.304024995031684,0.32343602888161,0.33760855390184,0.277209442884445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.630608074540574,0.666533590508721,0.738939420821033,0.865012792126228,0.976448552993658,-0.16551383804581,-0.104679844995708,-0.0894644273173553,-0.133268770935513,-0.132966952310351,-1.36528173980743,-1.3834455004071,-1.44856451101926,-1.45065048796341,-0.0787010151688787,-0.0893306176432295,-0.122627552974907,-0.124066141679691,-0.11154706466421,-0.117506424119029,-0.181676920779635,-0.165042628665799,-1.57592630117061,-1.58808706250092,-1.60101156844236,-1.60367570492596,-1.54172340750174,-1.56752851569656,-1.53123653259016,-1.5503264247672,-1.56362325884066,-1.5636738832171,-1.66332931528357,-1.68863888594702,-1.71149365895097,-1.69908947698654,-1.69093131430293,-1.64908331755516
"300139.SZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.97905813787052,-1.01574909717519,-0.957060891884591,-0.909418831460532,-0.832442653906254,-0.821347504968964,0.107911208994535,0.147432303249653,0.165640751043773,0.216369686621861,0.692740587186748,-0.0784510600536195,-0.705499189914904,-0.703161262033322,-0.694840328982701,-0.614364007110346,-0.879976702103293,-1.10987795848048,0.0743786548930217,0.0623747390429806,0.0842082587367297,-0.841681894431524,-0.586098015738501,-0.423301214915665,-0.452628421694017,-0.454591870117498,-0.357374288644459,-0.335600786310764,-0.493894774574669,0.180518586194608,0.220850558287048,0.304024995031684,0.32343602888161,0.33760855390184,0.277209442884445,0.348638411758636,0.376856144382227,0.4767006955168,0.509098167207162,0.508183028441034,0.552277093176669,0.569573894178289,0.544946338615336,0.541833204306383,0.575733936769868,0.591979604408202,0.557930192095268,-0.872027854325827,-0.851714486822943,-1.02269327587093,-0.984011437874484,-0.963285894514357,-0.907412068565723,-0.985077500951633,-0.912367874807842,-0.842903546282982,-0.685502330323804,-0.484785655592015,-0.5350282293846,-0.538247738927199,-0.559221290436446,-0.569924877790773,-0.135096269808326,1.19810665174524,1.24598893010454,1.24286747050292,1.22376493640629,1.23399486553605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300140.SZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100577535819415,0.107911208994535,0.147432303249653,0.165640751043773,0.216369686621861,0.197365215717885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277209442884445,0.86956670467044,0.893986322576433,0.848900817818156,0.509098167207162,0.508183028441034,0.552277093176669,0.569573894178289,-0.147276442630461,-0.149137229197777,-0.126269247339086,0.591979604408202,0.557930192095268,0.586036662202462,0.599566166526888,0.622165626016933,0.630608074540574,0.666533590508721,0.738939420821033,0.286859575539396,0.504244446043283,0.511875870191362,0.592307137398007,0.62197149639229,0.589753649788699,0.272313834306498,-0.156070144591433,-0.163042526185187,0,0,0,0,0,-1.48212714889544,-0.562273639413023,-0.577008943833722,-0.653687062464742,0.542889457979498,0.544560961058671,0.537148696858658,0.541163730098484,1.25629412714566,1.31179396816993,1.28276415397846,1.26735594861275,0,0,0,0,0,0,0,0,1.29146880674219
"300141.SZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80097152321958,0.100577535819415,0.107911208994535,0.147432303249653,0.165640751043773,0.216369686621861,0.197365215717885,-0.192843548844851,-0.252035277993991,-0.244421711259711,-0.229922325858411,-0.234676382699264,0.117694450987421,0.0823539581064279,0.0743786548930217,0.0623747390429806,0.0842082587367297,0.101774036224137,0.0307827119323315,0,0,0,0,0,0,0,0.220850558287048,0.304024995031684,0.32343602888161,0.33760855390184,-0.741980618729631,-0.693218174064972,-1.6916645683946,-1.75605348745474,-1.71254181461619,-1.63786823069777,0,0.569573894178289,0.544946338615336,-0.494726101880475,-0.47737615040228,-0.476924913526789,-0.171166367769707,-0.507457050508119,-0.488839903182,-0.474406975241642,-0.445804933736132,-0.420012732839998,-1.45619589836131,-1.4476000742211,-1.38457198175822,-1.29449668510776,-1.2663248156519,-1.27519096683343,1.07176859693817,1.08263228769219,-0.156070144591433,0.447158960925769,0.521637850797142,0.535917366818079,0.583643957467833,-0.0893306176432295,0.550568691715694,0.0269502423227003,-0.11154706466421,-0.242925528180328,-0.181676920779635,-0.165042628665799,-0.00506933731115886,-0.171263222927867,0.112728670390314,-0.173690788890146,-1.54172340750174,-1.56752851569656,0.14791895613159,-0.133417761158716,0.074568482101826,0.0861129273122847,0.0196990707402894,0.0259311270816602,-0.224540789397036,-0.219373674960686,-1.69093131430293,-1.64908331755516
"300142.SZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.91689646543424,-0.957060891884591,-0.909418831460532,-0.832442653906254,-0.513977696370119,-0.093497830723275,-0.024271390074716,-0.00269968953621929,-0.107723417616766,-0.227270552705223,-0.167801410317874,0.119048119649963,-0.137244835853929,-0.12130195769803,-0.000978649874242546,-0.0455314450096016,-0.275297734285024,-0.340994778615908,-0.266528659380679,-0.0970157001515365,-0.069746251969062,-0.13745748652335,0.0357878953382637,-0.452628421694017,-0.454591870117498,-0.603574424550726,-0.581958855200515,-0.571837249848859,-0.675759018939259,-1.00405586000575,-0.963820918024392,-1.06534692684296,-1.03844427092503,-1.08177858527176,-1.04057315977856,-0.657404212006184,-0.63967639596897,-0.601721823704513,0.508183028441034,0.552277093176669,0.569573894178289,0.544946338615336,0.541833204306383,0.575733936769868,0.591979604408202,0.557930192095268,0.586036662202462,1.68797223623578,1.71873822727551,1.70702108281728,1.75307991385744,1.8365070804122,1.63580666047979,1.76337669722646,1.71604897486764,-1.2663248156519,-1.27519096683343,-0.5350282293846,-0.538247738927199,-0.559221290436446,-0.569924877790773,0.3028140418114,0.315275897080348,0.362950612585281,-0.533485460231156,-0.571514808934599,-0.576843681485421,-1.46345640704217,-1.49573833688055,-1.59742419637984,0,-1.57592630117061,-1.58808706250092,-1.60101156844236,-1.60367570492596,-1.54172340750174,-1.56752851569656,-1.53123653259016,-1.5503264247672,-0.130133811043595,-0.601346364929661,-0.926967578311281,-1.08850937491143,-1.1167125111294,-1.20575222859112,-0.843594117109626,-1.15889327843479
"300143.SZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.957060891884591,-1.088744134065,-0.456215548467544,-0.426210432487065,-0.410023648317601,-0.56091626657035,-0.528833013725171,-0.366881250820179,-0.397085230044749,-0.650814178226209,-0.676183601501032,-0.673504613497222,-0.562821878013693,-0.56690305405896,0.47682733546932,0.593259400687616,0.588556254344933,0.57924878156025,0.68822771371132,0.730681759599201,0.956196344801867,0,0,0,1.85879632706393,1.88199146320771,1.85279054213385,1.87169682405233,1.85405911601078,1.77620540774196,1.78158522493261,0,0,0,0,0,0,0,0,0,0,0,0,-1.54582943146178,-0.900481678477726,-0.872027854325827,-0.125965319541057,-0.108809669982033,-0.086928836776678,-0.0577581886355347,-0.358628238770138,-0.291293641047435,0,0,0,0,0,1.08263228769219,1.05314145062456,1.05736044803672,1.83510609200808,1.86029593667241,1.90833390274126,1.24286747050292,1.22376493640629,-0.39567834312284,-1.46345640704217,-1.49573833688055,-1.59742419637984,-1.58090680195639,-1.57592630117061,-1.58808706250092,-1.60101156844236,-1.60367570492596,-1.54172340750174,-1.56752851569656,-1.53123653259016,-1.5503264247672,0,0,0,0,0,0,0,0
"300144.SZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114601728916128,-0.0577901019133329,-0.0127923184381785,-0.34473434830255,-0.309125952306941,-0.750841825337836,-0.846711302873727,-0.906441548755538,-0.852923698688546,-0.840545262583675,-0.885008257730499,-0.808660374459923,-0.807522632831247,-0.765415034039621,-0.804207819315887,-0.749252332151882,-0.782984311634689,-0.765546741201507,-0.842200064102399,-0.875191379617751,-0.814699054814772,-0.926465149907916,-0.882390325169593,-0.913230717286505,-0.879613602492502,-0.845526546109022,-0.787288048401201,-0.738750032630278,-0.675759018939259,-0.6298469492173,-0.635026211238516,-0.718099111154819,-0.487981861473515,-0.572183554464726,-0.598409224755023,-0.533292969239575,-0.505711144990677,-0.395997961387671,-0.350237475214486,-0.422124453005376,-0.46125104826343,-0.580097407561827,-0.581175148016459,-0.565205531672438,-0.553244696107348,-0.704043421424396,-0.591656066386833,-0.488839903182,-0.474406975241642,-0.557106038791943,-0.540836683996375,-0.436994569664947,-0.570426014015557,-0.36154178405023,-0.420438164912399,-0.436677977609248,-0.343447052081698,-0.445614456688372,-0.473334739511063,-0.524154154175182,-0.453498434050002,-0.266443093929419,-0.126271918109084,-0.136192558793745,-0.494851715674918,-0.532469426742544,-0.655611219903934,-0.598234427920277,-0.647574417767111,-0.917865504091739,-0.927343899565455,-0.869097213760851,-0.926997058956131,-0.988920679805959,-0.990784169913008,-0.75443796355393,-0.409454604007598,-0.394168407477414,-0.335752318322007,-0.395616056775611,-0.342069403806911,-0.572335765785428,-0.577199031509108,-0.620962424420115,-0.58930262546715,-0.671279482328629,-0.611362472890623
"300145.SZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453620718023559,-0.821347504968964,-0.34530445193663,-0.324800076630349,-0.204745256832997,-0.339079622802108,-0.463069229524402,-0.459892914096535,-0.808660374459923,-1.12041904491783,-1.11771787437767,-1.12067745426252,-1.00459581301851,-1.03530758061686,-0.953976544010801,-1.06834376488874,-1.04844148431493,-1.15623010171212,-0.810418280346076,-0.729421833632985,-0.984163470807748,-0.967555464180462,-1.07436523207141,-1.05305166660335,-1.11706075194673,-1.22976223849974,-1.38316439646737,-1.3213534655062,-1.31323229017163,-1.17590507508503,-1.25157564953667,-1.41459967408924,-1.39607295853879,-1.30950265086043,-1.15713181916035,-1.06551635988545,-0.848716033348419,-0.764519746329783,-0.70117928018898,-0.790974751588679,-0.77835501331608,-0.791396622703263,-0.728762266688345,-0.726155793050235,-0.851714486822943,-0.840004280501251,-0.876370137046814,-0.885706487027258,-1.18180398346352,-1.15852346592768,-0.859953218936351,-0.792776707873431,-0.685502330323804,-0.628495712181363,-0.681078758370891,-0.787445583127721,-0.760675942199431,-0.820107487506265,-0.885612022836254,-0.954008524268039,-0.906632230964768,-1.06636469548962,-1.13242192001081,-1.1426118970915,-1.12547907144768,-1.10183965621331,-1.12541405469473,-1.10885768658131,-0.980776209571593,-1.0213575266717,-1.17257650873419,-1.19498601592292,-1.11369580115099,-1.1602216932,-1.14950851815408,-1.18079664529811,-1.18976921085519,-1.13058319091852,-0.993829224028364,-1.00659169665507,-1.14496461565092,-1.16106481136994,-1.12594098855801,-1.08890813787651
