"","d20080131","d20080229","d20080331","d20080430","d20080530","d20080630","d20080731","d20080829","d20080926","d20081031","d20081128","d20081231","d20090123","d20090227","d20090331","d20090430","d20090527","d20090630","d20090731","d20090831","d20090930","d20091030","d20091130","d20091231","d20100129","d20100226","d20100331","d20100430","d20100531","d20100630","d20100730","d20100831","d20100930","d20101029","d20101130","d20101231","d20110131","d20110228","d20110331","d20110429","d20110531","d20110630","d20110729","d20110831","d20110930","d20111031","d20111130","d20111230","d20120131","d20120229","d20120330","d20120427","d20120531","d20120629","d20120731","d20120831","d20120928","d20121031","d20121130","d20121231","d20130131","d20130228","d20130329","d20130426","d20130531","d20130628","d20130731","d20130830","d20130930","d20131031","d20131129","d20131231","d20140130","d20140228","d20140331","d20140430","d20140530","d20140630","d20140731","d20140829","d20140930","d20141031","d20141128","d20141231","d20150130","d20150227","d20150331","d20150430","d20150529","d20150630","d20150731","d20150831","d20150930","d20151030","d20151130","d20151231","d20160129","d20160229","d20160331","d20160429","d20160531","d20160630","d20160729","d20160831","d20160930","d20161031","d20161130","d20161230","d20170126","d20170228","d20170331","d20170428","d20170531","d20170630","d20170731","d20170831","d20170929","d20171031","d20171130","d20171229","d20180131"
"002106.SZ",-0.728670542433071,-0.931408090885581,-1.24017242717777,-1.15827717245036,-1.17058686679997,-1.02776261310738,-0.948275572346819,-0.861774410517012,-0.885945919277284,-0.99398805821206,-0.84473191438959,-0.685739055068451,-0.541209708069785,-0.799102744053849,-0.663878906397187,-0.740788669242343,-0.939223604760569,-0.874776632602152,-1.03809624489545,-1.0562777775218,-1.02326834001447,-1.20689868205501,-1.2475149101486,-1.22510988863235,-1.03416864420793,-0.988828428844133,-1.08849018519286,-1.16491436699741,-1.18687280412314,-1.20086966126017,-1.14724046921458,-1.04129740244194,-0.906766198885015,-0.935957505841071,-0.715306564597616,-0.687279654893214,-0.819756180158297,-0.878615182478527,-0.913540009047802,-1.05757818465605,-1.01501492306296,-1.11645041522167,-1.03353707231643,-0.683214044605164,-0.682467441324307,-0.322726665245165,-0.315935528299296,-0.211850635884267,-0.234676382699264,-0.121667616519764,-0.0369228813061212,0.0743786548930217,0.0623747390429806,0.265432217624996,0.246877558358978,0.123324075219285,0.137889313458738,0.00797387389847077,-0.103558802168898,-0.0965831469342961,-0.0746423517478763,-0.0578281203428117,-0.0857945373806244,0.0932561397148814,0.0223518946810596,0.0630522438725029,0.208610051499441,0.15735269163863,0.580138945128642,0.376856144382227,0.4767006955168,1.24957077314888,1.223461913112,0.552277093176669,1.94386970744159,1.92939190110693,1.9237740713147,1.97974030498778,2.01704310771913,2.01612331182522,2.04388247998821,2.05062913866278,2.08411621801486,2.19614315377821,2.22855258495484,2.16577737828956,1.99726805148988,1.92085676689441,2.09222605950868,2.11313273298109,2.04484334381158,2.03579849123712,0,0,0,0,0,0,0,0,1.91302536914393,1.91631694890274,1.94984144502326,1.94194399262067,0.684475875308557,0.780076412983603,0.773191548531528,0.779087999923087,0.684300160731339,0.741090493035594,0.712705620043456,0.567707828312026,0.575036570645525,0.586610912854938,0.601779578275794,1.28211763260558,1.31200866923093,1.2624120801569,1.26034212706517,1.27489716729771,1.29146880674219
"002107.SZ",-1.77690655646605,-0.850452894437695,0.569339327191453,0.524242915494896,0.483778806644424,0.50244860779576,0.424430310284261,-0.31571979591847,0.57779540640991,0.0665453625260974,0.0332318800654376,-0.111816516693664,-0.198470261534398,-0.233312431791162,-1.29309594170719,-0.489574354989521,-0.464930627599784,-0.404365395860303,-0.350613548948581,0.237924334292204,0.473663664669023,1.20834957814989,1.25459774082504,1.29453336875004,1.34935483402739,1.38297189270715,1.42130856065489,1.46195343888733,1.4907484425129,1.5170501347794,1.53244458631994,1.55365817204258,1.58145970598851,1.62493744597966,1.68769300760199,1.74075147802918,1.78046070760653,1.80097152321958,1.81867704183264,1.84046403760219,1.82461282363147,1.88497259960774,1.83625195687755,1.80812777358604,1.79430022754784,1.88169425845875,1.85613242650931,1.82130960036468,1.81240944431309,1.86343940245393,1.87061242006369,1.87409023855389,1.87152434533374,1.89644784761939,1.85245086114878,1.88142489494483,1.87214433635398,1.85019881535018,1.8401582953059,1.85879632706393,1.88199146320771,1.85279054213385,1.87169682405233,1.85405911601078,0.304024995031684,0.32343602888161,0.33760855390184,0.277209442884445,0.348638411758636,0.376856144382227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666533590508721,0.738939420821033,0.865012792126228,0.976448552993658,0.963469009016143,1.05696512566048,1.09626211219872,1.07176859693817,1.08263228769219,1.05314145062456,1.05736044803672,1.17837197140261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"002108.SZ",0.0201721578027315,0.0391646489456704,-0.0187167060878593,-0.076618485246725,-0.114593498248703,0,0,0,0,-0.615250472085383,-0.645256369127011,-0.685739055068451,-0.769645549185621,-1.64787308948242,-1.72872113923559,0.0441671058875799,-1.7097940847147,-1.18433981197612,-1.03809624489545,-0.624877073583798,-0.540403404101552,-0.502408503876528,-0.443246224007451,-0.753679548780697,-0.721773459877308,-1.17855196237739,-0.742311047834545,-0.872981791503418,-0.829740610551662,-0.918206002472054,-1.09572828101482,-0.499633662683505,-0.466023419075909,-0.434591583535281,-0.565175413045657,-0.657244010508173,-0.610483552018879,-0.539782558355004,-0.513977696370119,-0.571912282402213,-0.324800076630349,-0.29734175880219,-1.0798083133535,-1.12370182491528,-1.12781683288807,-1.11795838639616,-1.20976439114051,-1.03839266680695,-0.668659337401131,-0.680298818331357,-0.712348102387378,-0.600513188979806,-0.741611345992633,-0.409989477151572,-0.333725221366516,-0.431924104502436,-0.423301214915665,-0.558935431516764,-0.65122179468494,-0.603574424550726,-0.818891371567103,-0.733516485129853,-0.727503279258828,-0.707016053569745,-0.833866711936144,-0.718099111154819,-0.841747354461855,-0.741980618729631,-0.841995294520583,-0.657404212006184,-0.725637432013374,-0.786784434190398,-0.857563992874899,-0.796909845223268,-0.804928084073499,-0.776777567729775,-0.840314974563174,-0.828483053465475,-0.833297679806315,-0.478292551403197,-0.449939281219542,-0.367809148230371,-0.352468101981689,-0.338163632908461,-0.24855572301557,-0.258749581747341,-0.186069755628632,-0.526104915322436,-0.473500358724311,-0.421576592990718,-0.682327697075393,-0.5350282293846,-0.588816667311305,-0.458373043395432,-0.468143269740665,-0.521518626372583,-0.614172983243418,-0.624208334632474,-0.35577023527246,-0.443068965447633,-0.494545184448146,-0.480347933264919,-0.242925528180328,-0.484929987213198,-0.604526868055199,-0.698610037877616,-0.778513920568876,-0.744141449026024,-0.862085527469785,-0.797240724189006,-0.828447626449826,-0.702013580409734,-0.710666350712812,-0.642176241796707,-0.539270032366864,-0.618284738172499,-0.41906490535123,-0.499924460838425,-0.493417041495875,-0.565992571231806,-0.55990281071542
"002109.SZ",1.81725087207152,0,-0.0187167060878593,-0.797724276715818,-0.832712075978229,-0.802930508407445,-0.869905839559343,-1.40782902511555,-1.43484891640998,-1.6379442240026,-0.984500493723235,-0.877046567860047,-0.769645549185621,-0.799102744053849,-0.508970586156091,-1.14198433400163,-1.23105516663565,-1.27100363598899,-1.1630462248838,-1.09544896143937,-1.29148907970429,-0.930098024383133,-1.12238380994045,-1.09504836836915,-1.23955553335348,-1.17855196237739,-1.17503496953243,-1.16491436699741,-1.11986700757098,-1.09215286941859,-1.09572828101482,-0.841699254889163,-0.721869227843146,-0.691942603324163,-0.114601728916128,-0.0577901019133329,-0.0127923184381785,0.0453620718023559,0.100577535819415,0.107911208994535,0.147432303249653,0.165640751043773,-0.431622104876245,-0.463069229524402,-0.593517765276485,-0.808660374459923,-0.807522632831247,-0.800607272410322,-1.37373925593251,-0.780137760217325,-0.811775272872201,-0.645505978571327,-0.389912662529709,-0.368851638483935,-0.369953929103693,-0.586098015738501,-0.576269706452274,-0.606101106585434,-0.607526255892175,-0.603574424550726,-0.581958855200515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.133417761158716,-0.130133811043595,-0.120038242221839,-0.190605841338995,-0.188315108358045,-0.720290876106318,-1.69908947698654,-1.69093131430293,-1.64908331755516
"002110.SZ",-0.878367199331661,-0.850452894437695,-0.724454519804406,-0.797724276715818,-0.71296580314183,-0.684194947176361,-0.516889025201344,-0.619144143430393,-0.702978253566385,-0.0471440928953669,-0.0799060354874031,-0.398691688890602,-0.483972220498376,0.47405277408901,0.449404848406369,-0.845401995574255,-0.82060590106119,-0.751020691911776,-0.694354896922017,-0.816591546413846,-0.728174823002236,-0.882538949702798,-0.867707215215574,-1.26573277816338,-1.02381300273841,-1.17855196237739,-1.05144901749552,-0.814665326212777,-0.7717849475598,-0.744259135525521,-0.608990665984422,-0.569519962771741,-0.535718110679869,-0.577504299706558,-0.475060676219751,-0.384764961146882,-0.338805718573106,-0.273807726465295,-0.23463440901124,-0.151146862793719,-0.122495725089756,-0.0990000515841796,-0.107723417616766,-0.0227795993628769,-0.0147438596409896,0.119048119649963,0.130978903121313,0.150534305176197,0.145011241711818,0.117694450987421,0.0823539581064279,0.0743786548930217,0.0623747390429806,0.0842082587367297,0.101774036224137,0.400948165080146,0.403059183541407,0.929178465083447,0.922368385957029,0.627610951256603,0.650016304003598,0.12908429038666,0.180518586194608,0.901286073648696,0.304024995031684,0.32343602888161,0.33760855390184,-0.402182652187498,-0.345863188351381,-0.312581809186288,-0.267476273667614,-0.231374438734561,-0.207095856229928,0.552277093176669,0.569573894178289,0.544946338615336,0.541833204306383,0.575733936769868,0.591979604408202,-0.535824023123716,-0.507457050508119,-0.488839903182,-0.474406975241642,-0.445804933736132,-0.420012732839998,0.738939420821033,0.865012792126228,0.976448552993658,0.963469009016143,1.05696512566048,1.09626211219872,1.07176859693817,-0.132966952310351,-0.156070144591433,-0.163042526185187,-0.135096269808326,-0.126271918109084,-0.0787010151688787,0.354824224944697,-0.122627552974907,-0.124066141679691,-0.11154706466421,-0.393152806671334,-0.181676920779635,0.0371427752800974,0.0396022610131375,0.0310592213631643,0.031040385672623,0.684300160731339,1.31179396816993,1.28276415397846,1.26735594861275,1.28349090244977,1.30335563675347,1.32359739877343,-0.681611847552115,-0.68852305580621,-0.720290876106318,-0.219373674960686,-0.578745633702689,-0.668997294526852
"002111.SZ",0.0201721578027315,1.8183997357124,1.74562782820351,1.72596571697814,1.08233064118198,1.0959483996165,0.277398807104154,0.464410230137979,0.447156493092328,0.115293764700818,0.20285394236355,0.0522843471140683,-0.127009086931769,-0.516122710887962,-0.857470744178804,-0.845401995574255,-0.82060590106119,-0.751020691911776,-0.522484222935299,-0.433162600753751,-0.329139431441015,-0.331332695673886,-0.134578191200904,-0.102006472186336,-0.0628094743666316,0.0168258366620595,0.555860717259118,-0.0703861145454352,-0.249661857543022,-0.470988607552518,-0.470047927064658,-0.467475185265011,-0.657907775651337,-0.177060345945427,-0.114601728916128,-0.0577901019133329,-0.0127923184381785,0.3964839620858,0.469347552134766,0.410115411703435,-0.0886838866903482,-0.0658505038792086,-0.0266515373123221,-0.595235378632294,-0.593517765276485,-1.11795838639616,-1.74602416878381,-1.75174884999684,0.145011241711818,0.117694450987421,0.0823539581064279,0.434320971625197,0.665364302819691,0.68822771371132,0.730681759599201,1.26472925000057,1.26008673456344,0.468576169490959,0.616316019706864,0.627610951256603,0.496065612791923,0.12908429038666,0.180518586194608,0.220850558287048,0.304024995031684,0.32343602888161,0.33760855390184,-0.741980618729631,-0.693218174064972,-0.657404212006184,-0.267476273667614,-0.601721823704513,-0.564842601128366,-0.604053215210497,-0.46125104826343,-0.60896598439746,-0.609991496728454,-0.68799816783671,-0.476924913526789,-0.535824023123716,-0.407949122651456,-0.389794950838491,-0.474406975241642,-0.625135340915031,-0.518888448264731,-0.458506895792934,-0.676806205867534,-0.440163767857467,-0.391310407458201,0.0612030568139958,0.0798573225255399,0.0388105651968496,0.0406206191620125,-0.156070144591433,-0.163042526185187,-0.135096269808326,0.0628493416661132,0.252471471149477,0.177108999986001,-0.000105836441217073,-0.350319105481834,0.200473611556624,-0.0113825668363922,-0.264922860584927,-0.248295442055286,0.403195143576719,0.395466312901353,0.503461444844164,0.503550067344413,1.31179396816993,1.28276415397846,0.836932425003746,0.575036570645525,0.586610912854938,0.601779578275794,0.545755895633291,0.561846780436443,0.60161022492713,0.602756424644879,0.615890078686046,0.63807812472332
"002112.SZ",1.81725087207152,1.8183997357124,-0.0187167060878593,-0.076618485246725,-0.114593498248703,-0.0908731696903004,1.60121186094665,1.50428023453847,1.4924507672987,1.08923911444332,1.05096425385411,1.03620075403682,0.944051683491317,0.0496676013747237,0.0137796508779781,0.0441671058875799,0.0685822825923244,0.115617548216907,-0.00687220097514515,0.237924334292204,0.304652486540594,0.0677871648628774,0.122645169471219,0.156580408651919,0.198670472738836,0.529130607678968,0.555860717259118,1.46195343888733,1.4907484425129,1.5170501347794,1.53244458631994,1.55365817204258,1.58145970598851,1.62493744597966,1.68769300760199,1.74075147802918,1.78046070760653,1.80097152321958,1.81867704183264,1.84046403760219,1.82461282363147,1.88497259960774,1.83625195687755,1.80812777358604,1.79430022754784,1.88169425845875,1.85613242650931,1.82130960036468,1.81240944431309,1.86343940245393,1.87061242006369,1.87409023855389,1.87152434533374,1.89644784761939,1.85245086114878,1.88142489494483,1.87214433635398,1.85019881535018,1.8401582953059,1.85879632706393,1.88199146320771,1.85279054213385,1.87169682405233,1.85405911601078,1.77620540774196,1.78158522493261,1.78239178080871,1.83004742075965,1.80723763191169,1.73794277338938,1.59307778700257,1.61991815811884,1.73443671791295,1.90126166365424,1.94386970744159,1.92939190110693,1.9237740713147,1.97974030498778,2.01704310771913,2.01612331182522,2.04388247998821,2.05062913866278,2.08411621801486,2.19614315377821,2.22855258495484,2.16577737828956,1.99726805148988,1.92085676689441,2.09222605950868,2.11313273298109,2.04484334381158,2.03579849123712,2.05511167969423,2.02051072679736,2.03368282741426,1.83510609200808,1.86029593667241,1.90833390274126,1.908966514576,1.8969611810969,1.23399486553605,-0.839415054600506,-0.859546485949834,-0.943915253962783,-0.927343899565455,-0.923381687673921,-1.11571799438726,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"002113.SZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.27519096683343,-1.3383061388092,-1.3485661923129,-1.36528173980743,-1.3834455004071,-1.44856451101926,0,0,0,-1.46902004235611,-1.48212714889544,-1.46345640704217,-1.49573833688055,-1.59742419637984,-1.58090680195639,-1.57592630117061,-1.58808706250092,-1.60101156844236,-1.60367570492596,0,0,0,0,0,0,1.28211763260558,1.31200866923093,1.2624120801569,1.26034212706517,1.27489716729771,1.29146880674219
"002114.SZ",1.81725087207152,1.8183997357124,1.74562782820351,1.72596571697814,1.68070294607511,1.68927017710256,1.60121186094665,1.50428023453847,1.4924507672987,1.08923911444332,1.05096425385411,1.03620075403682,0.944051683491317,0.898437946803296,0.88503004593476,0.933736207349415,0.957770466245839,0.98225578834559,1.02435184294516,1.10072574216821,1.14970837718274,1.20834957814989,1.25459774082504,1.29453336875004,1.34935483402739,1.38297189270715,1.42130856065489,1.46195343888733,1.4907484425129,1.5170501347794,1.53244458631994,1.55365817204258,1.58145970598851,1.62493744597966,1.68769300760199,1.74075147802918,1.78046070760653,1.80097152321958,1.81867704183264,1.84046403760219,1.82461282363147,1.88497259960774,0.216369686621861,0.197365215717885,0.207830667586783,0.119048119649963,0.130978903121313,0.150534305176197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"002115.SZ",-0.698659327904782,0.0391646489456704,-0.606772739367172,-0.677479885988347,-0.71296580314183,-0.599460123869021,-0.869905839559343,-0.481174344141828,-0.520010587855486,-0.785699430738253,-0.814878431425123,-0.842263383716121,-0.91239652866761,-0.953409192852763,-0.741245941478229,-0.400617444843338,-0.376011809234433,-0.445097393146351,-0.289943201031269,-0.433162600753751,-0.639781976841068,-0.665272673285443,-0.812357501962035,-1.03291924320405,-1.1610252522096,-1.10085240543983,-1.08849018519286,-0.946008716507014,-1.05286121101883,-0.967954806418762,-0.970627252529686,-0.982729449154626,-0.775797511063691,-0.777726276587123,-0.968348745604759,-1.00436253543708,-0.999081482762767,-0.832442653906254,-0.821347504968964,-0.798520112867795,-0.797032456510351,-0.821993538959635,-0.820456063170939,-0.851641670904577,-0.793854873492302,-0.96321660957863,-0.963876988720943,-1.18106390344493,-1.18389544372697,-0.879976702103293,-0.811775272872201,-0.743590259880845,-0.540614824733729,-0.562942498453268,-0.572042189450136,-0.63014770466309,-0.453968367480627,-0.38685441388341,-0.41934168756199,-0.27204460913306,-0.230071561002401,-0.138013544545755,-0.318943386002002,-0.232773118620718,-0.224244135408347,-0.197331541136604,-0.350314659709675,-0.402182652187498,-0.345863188351381,-1.6916645683946,-1.75605348745474,-0.823885821886848,-0.779447727042247,-0.661930441006565,-0.667416036751774,-0.70117928018898,-0.840314974563174,-0.828483053465475,-0.690705817113788,-0.171166367769707,-0.0387856452403637,-0.0223490617047709,0.0738793253876452,-0.23052233208079,-0.202703468170254,-0.139114706851903,-0.0600323544127024,0.0320403390929079,-0.0399709454525206,-0.104679844995708,-0.0894644273173553,0.167990571032909,0.170932857690286,0.569456812538164,0.360022188566324,0.427856218374681,0.535917366818079,0.583643957467833,0.481649482936211,0.454436267973876,0.690770462649757,0.699598540762569,0.709432723537885,1.23407035482057,1.95875363127009,1.95821913587819,1.95397253643171,1.96928059579238,1.97128658516357,2.02517331208785,1.99533732139721,1.96700406891348,0,0,1.32359739877343,1.28211763260558,1.31200866923093,1.2624120801569,1.26034212706517,1.27489716729771,1.29146880674219
"002116.SZ",0.918711514937124,0.928782192329035,0.863455561057824,-0.076618485246725,-0.114593498248703,-0.0908731696903004,-0.163872210843345,0.0483166138138911,0.0288924092772126,-0.189128075453208,-0.22120121338173,-0.255254102792133,-0.341221241016387,-0.233312431791162,-0.276695230833953,-0.252415232539796,0.0685822825923244,0.115617548216907,0.164998473011573,1.10072574216821,1.14970837718274,1.20834957814989,1.25459774082504,1.29453336875004,1.34935483402739,1.38297189270715,1.42130856065489,1.46195343888733,1.4907484425129,1.5170501347794,1.53244458631994,1.55365817204258,1.58145970598851,1.62493744597966,1.68769300760199,1.74075147802918,1.78046070760653,1.80097152321958,1.81867704183264,1.84046403760219,1.82461282363147,1.88497259960774,1.83625195687755,1.80812777358604,1.79430022754784,0.119048119649963,0.130978903121313,-0.800607272410322,-0.804207819315887,-0.780137760217325,-0.811775272872201,-0.825477136937415,-0.842200064102399,-0.821911535704601,-0.841681894431524,-0.586098015738501,-0.423301214915665,-0.452628421694017,-0.454591870117498,-0.449722426643809,-0.42800816398884,-0.493894774574669,-0.485364115137912,-0.459584957074601,-0.400263409670966,-0.370851295466673,-0.694379465317355,-0.402182652187498,-0.345863188351381,-0.214120223258111,-0.161197174558169,-0.7603469184067,-0.718070661030877,-0.893236976268471,-0.90306261859395,-0.938566210571201,-0.938995420512163,-1.00393119398835,-1.30831884757663,-1.03304468936227,-0.872027854325827,-1.03304293803644,-1.02269327587093,-0.984011437874484,-0.963285894514357,-0.907412068565723,-0.869446857634267,-0.597643837525417,-0.541916719256265,-0.491972278212483,-0.32660973522057,-0.133268770935513,-0.132966952310351,0.448535653016564,0.243839825420398,0.390291026676048,0.315275897080348,0.451174962940491,0.443548617615231,0.244668318128285,-0.124066141679691,-0.11154706466421,-0.117506424119029,-0.0242458237328926,-0.00759853259588481,-0.16226812635109,0.112101544986743,-0.458518075887245,-0.459687772097308,-0.400316457233076,-0.617525968893875,-0.831588412289429,-0.841872092962957,-0.846878534942128,-0.841856062719472,-0.48515053612791,-0.488379863875841,-0.224540789397036,-0.219373674960686,-0.20801707350261,-0.178807255406484
"002117.SZ",1.81725087207152,0.928782192329035,1.15757179492419,1.12528459268439,1.08233064118198,1.0959483996165,1.01290933981905,0.290946880900509,-0.337042922144586,-0.615250472085383,-0.645256369127011,-1.25966159344324,-1.34082083683685,-0.459594605882419,0.138194207292087,0.17119757357633,0.195558355218047,0.693318599086687,0.737843429409304,0.525582323678064,0.304652486540594,0.352970537136682,0.405675758408795,0.725642230905874,0.774098950395357,0.813801292107364,0.555860717259118,1.46195343888733,1.4907484425129,-0.222418534685923,-0.2196706585699,-1.44067335384592,-0.807151164098891,-0.627604848376942,-0.475060676219751,-0.417498417901836,-0.461105574949355,-0.393540291051949,-0.513977696370119,0.107911208994535,0.147432303249653,0.165640751043773,0.216369686621861,-0.793385527219839,-0.793854873492302,-0.808660374459923,-0.807522632831247,-0.483496670442977,-0.48773818436925,-0.780137760217325,-0.513672587263926,-0.43979894455889,-0.454499303474289,-0.519811196237861,-0.527133687150926,-0.233700504341782,0.0357878953382637,0.00797387389847077,0.00439488190734464,0.012018263352939,0.0340287244015414,-0.338196736437019,-0.318943386002002,-0.289527116001618,-1.10476312202579,-1.34302019517668,-0.952376470122153,-1.30824261696241,-1.27207369314857,-1.07110835456155,-0.944224066526288,-0.786784434190398,-0.743608671014628,-0.735592364747015,-0.63298648367422,-0.70117928018898,-0.840314974563174,-0.828483053465475,-0.59578709592116,-0.635355656708644,-0.606964978364782,-0.6701683543955,-0.972908879773791,-0.859793376719352,-0.837898448799914,-0.780752760648902,-0.736009095246026,-0.740721681931381,-0.541916719256265,-0.569337833258185,-0.748254092672487,-0.334027996423269,-0.243586483150582,-0.156070144591433,-0.051985855530993,-0.438244739879809,-0.504779313373451,-0.457297401528023,-0.4700728312354,-0.571514808934599,-0.576843681485421,-0.690975408807405,-0.46206440230941,-0.535613739679685,-0.519008671988447,-0.364138513715317,-0.373585667218898,-0.172894702748465,-0.173690788890146,0.241724952293051,-0.14238218085905,-0.131940291988701,0.473869292063879,0.484259766282228,0.0861129273122847,0.300400164874125,0.31189283909012,-0.0122039196247348,-0.219373674960686,-0.20801707350261,-0.178807255406484
"002118.SZ",0,0,0,0,0,0,0,0,0,1.08923911444332,1.05096425385411,1.03620075403682,0.944051683491317,0.898437946803296,0.0137796508779781,-0.252415232539796,-0.227873057837757,-0.317701571847435,-0.264678211955222,-0.193476369645797,0.0229108526005022,-0.502408503876528,-0.443246224007451,-0.412310729192242,-0.376585410893193,0.102209965164877,0.12313679556123,0.294398261431758,0.330416895465617,0.35734637284687,0.364309352551885,0.355889630427495,0.387154270944807,0.423605584696269,-1.01574909717519,-0.957060891884591,-0.909418831460532,-1.12510274945751,-1.12871731356781,-1.70495143473012,-1.74149721627035,-1.68628928834008,-1.72780010485161,-1.78413627015756,-1.79554041457139,-1.73636886856981,-1.74602416878381,-1.75174884999684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.599566166526888,0.622165626016933,0.630608074540574,0.666533590508721,0.738939420821033,0.865012792126228,0.976448552993658,0.963469009016143,1.05696512566048,1.09626211219872,1.07176859693817,1.08263228769219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25522216294543,1.25629412714566,1.31179396816993,1.28276415397846,1.26735594861275,1.28349090244977,0,0,0,0,0,0,0,0
"002119.SZ",0.0201721578027315,-0.850452894437695,-1.78306124037923,-1.87920268747159,0,0,0,0,0,0,0,0,0.944051683491317,0.898437946803296,0.88503004593476,0.933736207349415,0.957770466245839,0.98225578834559,1.02435184294516,1.10072574216821,1.14970837718274,1.20834957814989,1.25459774082504,1.29453336875004,1.34935483402739,1.38297189270715,1.42130856065489,0.878263412419739,0.910669689504262,0.937285227246611,0.948464575198158,0.655376679905873,0.506656479941829,0.543810857944997,0.606316165691117,0.661626530063673,0.704508891979704,0.747605852369244,0.838117568450118,0.833056266484398,0.903004111057656,0.906412766797312,0.994037603211248,0.989965810068065,1.00917910045005,0.861214914937872,0.881780131883361,0.911447567245413,0.904386490533982,0.835960219951219,0.797657342889331,0.794263288357371,0.786034581559284,0.809104094289794,0.856538780748666,0.77111361822796,0.770330471744549,0.744937546846451,0.738773685147092,1.85879632706393,1.88199146320771,1.85279054213385,1.87169682405233,1.85405911601078,1.77620540774196,0,0,0,0,0,0,-1.71254181461619,-1.63786823069777,-1.47140213046205,-1.49207599070515,-1.53192969272519,-1.53128540806733,-1.53048623757443,-1.54582943146178,-1.6295782383427,-1.6009507632187,-1.57724597289089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"002120.SZ",0.0201721578027315,0.0391646489456704,-0.0187167060878593,-0.076618485246725,-0.114593498248703,-0.0908731696903004,-0.163872210843345,-0.31571979591847,-0.337042922144586,-0.615250472085383,-0.645256369127011,1.03620075403682,0.944051683491317,0.898437946803296,0.88503004593476,0.933736207349415,0.957770466245839,0.98225578834559,1.02435184294516,1.10072574216821,1.14970837718274,1.20834957814989,1.25459774082504,1.29453336875004,0.774098950395357,0.529130607678968,0.555860717259118,0.586330836925749,0.62054329248494,0.647315800046741,1.53244458631994,1.55365817204258,1.58145970598851,1.62493744597966,1.68769300760199,1.74075147802918,1.78046070760653,1.80097152321958,1.81867704183264,1.84046403760219,1.82461282363147,1.88497259960774,1.83625195687755,1.80812777358604,1.79430022754784,1.88169425845875,1.85613242650931,1.82130960036468,1.81240944431309,1.86343940245393,1.87061242006369,1.87409023855389,1.87152434533374,1.89644784761939,1.85245086114878,1.88142489494483,1.87214433635398,1.85019881535018,1.8401582953059,1.85879632706393,1.88199146320771,1.85279054213385,1.87169682405233,1.85405911601078,1.77620540774196,1.78158522493261,1.78239178080871,1.83004742075965,1.80723763191169,1.73794277338938,1.59307778700257,1.61991815811884,1.73443671791295,1.90126166365424,1.94386970744159,1.92939190110693,1.9237740713147,1.97974030498778,2.01704310771913,2.01612331182522,2.04388247998821,2.05062913866278,2.08411621801486,2.19614315377821,2.22855258495484,2.16577737828956,1.99726805148988,1.92085676689441,2.09222605950868,2.11313273298109,2.04484334381158,2.03579849123712,2.05511167969423,2.02051072679736,2.03368282741426,1.83510609200808,1.86029593667241,1.90833390274126,1.908966514576,1.8969611810969,1.91302536914393,1.91631694890274,-0.577008943833722,-0.889550558579735,-0.519008671988447,-0.51568267005597,-0.525469182821129,-0.52992391917194,-0.786582323903094,-0.590646066190377,-0.617525968893875,-0.454897864319517,-0.460440280719554,-0.334836104189016,-0.326189411755963,-0.190605841338995,-0.188315108358045,-0.0386716807027945,0.0416481925166745,0.0535689985745662,0.147888085602952
