"","d20071228","d20080131","d20080229","d20080331","d20080430","d20080530","d20080630","d20080731","d20080829","d20080926","d20081031","d20081128","d20081231","d20090123","d20090227","d20090331","d20090430","d20090527","d20090630","d20090731","d20090831","d20090930","d20091030","d20091130","d20091231","d20100129","d20100226","d20100331","d20100430","d20100531","d20100630","d20100730","d20100831","d20100930","d20101029","d20101130","d20101231","d20110131","d20110228","d20110331","d20110429","d20110531","d20110630","d20110729","d20110831","d20110930","d20111031","d20111130","d20111230","d20120131","d20120229","d20120330","d20120427","d20120531","d20120629","d20120731","d20120831","d20120928","d20121031","d20121130","d20121231","d20130131","d20130228","d20130329","d20130426","d20130531","d20130628","d20130731","d20130830","d20130930","d20131031","d20131129","d20131231","d20140130","d20140228","d20140331","d20140430","d20140530","d20140630","d20140731","d20140829","d20140930","d20141031","d20141128","d20141231","d20150130","d20150227","d20150331","d20150430","d20150529","d20150630","d20150731","d20150831","d20150930","d20151030","d20151130","d20151231","d20160129","d20160229","d20160331","d20160429","d20160531","d20160630","d20160729","d20160831","d20160930","d20161031","d20161130","d20161230","d20170126","d20170228","d20170331","d20170428","d20170531","d20170630","d20170731","d20170831","d20170929","d20171031","d20171130","d20171229","d20180131","d20180209"
"300088.SZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65308,0.405845,0.2643875,0.18766,0.17171,0.2194325,0.386245,0.4084525,0.4009875,0.273495,NA,0.2018725,0.1503975,0.1960275,0.19182,0.21403,0.1857875,0.2475375,0.217175,0.237385,0.34373,0.3791975,0.37123,0.2856475,0.289605,0.2438325,0.24302,0.2768525,0.3095475,0.2812375,0.2250925,0.20716,0.2138175,0.2269125,0.28866,NA,NA,0.56618,0.6570875,0.5877225,0.34953,0.28626,0.2738025,0.2451675,0.26242,0.329885,NA,NA,NA,NA,0.308345,0.2106175,0.09888,0.09481,0.100845,0.1482525,0.1545525,0.1476975,NA,0.21687,NA,0.5306275,0.8549825,1.13382,1.1455225,0.9655475,0.6830175,NA,NA,0.57339,0.50357,0.5110925,0.4087575,0.4234275,0.329125,0.192165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26304,0.2764175,0.31661,0.2775675,0.238115,0.19863,0.229295
"300089.SZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29922,0.1702025,0.17785,0.1188125,0.120365,0.117505,0.1230425,0.1211075,0.1195825,0.106355,0.10813,0.0905625,0.091065,0.1276125,0.1661775,0.1971075,0.1879825,0.16319,0.1744475,0.1913525,0.1788425,0.14788,0.0938525,0.078195,0.0665225,0.0766525,0.0869025,0.135195,0.1233175,0.2439575,0.23284,0.236075,0.195335,0.1056325,0.11317,0.129075,0.123155,0.1208675,0.127845,0.1981775,0.23308,0.2170475,0.19236,0.2999925,0.3646775,NA,NA,NA,NA,NA,NA,0.3956825,0.241355,0.199235,0.2163575,0.31788,0.361815,0.373395,NA,NA,NA,NA,NA,0.7229725,0.8108725,0.8161375,0.4885325,NA,0.52401,0.634665,0.5904375,0.4252175,0.3918025,0.3327925,NA,0.2220725,0.1410175,0.14173,0.1547275,0.18096,0.14816,0.107025,NA,NA,NA,NA,NA,NA,0.1767075,0.1987,0.2365475,0.197735,NA
"300090.SZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21946,0.2865125,0.248095,0.1499975,0.160505,0.2525325,0.3100725,0.384995,0.351255,0.2852625,0.1944825,0.161545,0.170215,0.19444,0.20737,0.2239125,0.20354,0.1963875,0.269585,0.3242325,0.2951325,0.300375,0.2416075,0.2462425,0.1467025,0.1310875,NA,NA,0.138955,0.1382575,0.1273375,0.1544275,0.1853025,0.3038275,0.4101525,0.4465325,0.4322625,0.37347,0.265945,0.1784475,0.23064,0.2866775,0.3219275,0.335745,0.3501175,0.28851,0.2646925,0.149705,0.11559,0.1089575,0.0955,0.112765,0.108935,NA,0.20099,0.2085925,0.214545,NA,0.339555,0.3949325,0.6435775,0.8571975,1.0516375,1.0639275,0.7687075,0.53824,0.3065325,0.4611075,0.4292725,0.4585575,0.2290025,0.1502175,0.1293025,0.1131725,0.077165,0.06352,0.0975675,0.117935,0.1311825,0.09885,0.0796875,0.059135,0.065965,0.1208825,0.111355,0.0766325,0.0390975,0.0479625,0.0575575,0.089395,NA,NA,NA
"300091.SZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.592495,0.21581,0.1694525,0.13113,0.1439075,0.22818,0.2124425,0.2422375,0.279565,0.38636,0.371855,0.37008,0.3207225,0.3246225,0.2744325,0.2248225,0.1903075,0.16215,0.150495,NA,0.2453675,0.2593425,0.1677475,0.1439725,0.14351,0.124685,0.1362775,0.1148175,0.12523,0.29849,0.32522,0.3299625,0.229255,0.14389,0.1326075,0.137735,0.1647775,0.17751,0.32254,0.3654075,0.40441,0.2681875,0.1937125,0.137075,0.148975,0.1388775,0.085195,0.10033,0.0895525,0.1260925,0.10047,0.0978375,0.08029,0.1011275,0.16316,0.16007,0.163135,0.1627975,0.21344,0.3522425,0.518015,0.720575,0.8735125,1.15877,0.9332025,0.7648925,0.320365,0.5334275,0.4863675,0.474455,0.2012275,0.1405525,0.155775,0.1484625,0.100315,0.0691825,0.0470975,0.0345475,0.025,0.026845,0.026175,0.03178,0.041625,0.0543525,0.044125,0.0456125,0.0318,NA,NA,NA,NA,0.064215,0.137275
"300092.SZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.139,0.1964575,0.2167575,0.2288175,0.3042975,0.3199525,0.276445,0.207235,0.1613675,0.159755,0.155415,0.1274525,0.1415175,0.30613,0.4005525,0.414535,0.2885275,0.2234175,0.26192,0.22571,0.2625325,0.1880475,0.23456,0.236975,0.2134975,0.1421675,0.240065,0.2389775,0.26173,0.1824775,0.197225,0.2452625,0.2502725,0.1900825,0.139185,0.10497,0.0985,0.09758,0.07925,0.06937,0.0881,0.1331375,0.1576025,0.204305,0.1665575,0.144295,0.134755,0.22443,0.240485,0.1964725,0.1571125,0.1477375,0.1287475,0.18572,0.26414,0.25064,0.38235,0.4777725,0.71198,0.80234,1.2430425,1.155095,1.0469125,1.0108825,NA,NA,0.9973275,0.9334225,0.7004775,0.4335475,0.3285175,0.350895,0.405325,0.3936625,0.20426,0.1415775,0.1046675,0.105375,0.1403525,0.1319325,0.08514,NA,NA,NA,NA,NA,NA,0.11308,0.133565,0.1434075,0.143415,0.30731
"300093.SZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.199275,0.313205,0.298935,0.27452,0.2850525,0.3792875,NA,0.3352275,0.2100775,0.18692,0.14181,0.202555,NA,0.2819325,0.1853375,0.1583175,0.176475,0.220815,0.35393,0.31926,0.2691725,0.13853,0.17757,0.1512775,0.1566975,0.1183825,0.167005,0.143265,0.168675,0.117855,0.127315,0.1137225,0.0988475,0.086375,0.08769,0.1314575,0.1597875,0.1693525,0.1038925,0.13504,0.1718925,0.2366075,0.1839975,0.181295,NA,NA,NA,NA,0.376125,0.47645,0.54713,0.3990725,NA,0.3156875,0.2926025,0.2477975,0.30798,NA,NA,NA,NA,NA,NA,NA,NA,0.678145,0.94661,1.0694125,0.87218,0.55409,0.4627675,0.4103025,0.39085,0.258065,0.1899525,0.149765,NA,0.1364525,0.1888375,0.1829125,0.1120075,0.105825,0.1443625,0.187645,0.3312525,0.291425,0.2957,0.11574,0.16276,0.1518975,0.1721725,NA
"300094.SZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0750075,0.1234675,0.2193675,0.261205,0.3037325,0.181345,0.1071325,0.074795,0.055995,0.114265,0.1283225,0.14056,0.1120475,0.1311625,0.1798625,0.1684275,0.161635,0.1428325,0.1873225,0.192045,0.166045,0.1271,0.0953625,0.07252,0.10359,0.095705,0.10911,0.11233,0.1303825,0.137935,0.1117025,0.119345,0.086065,0.1230325,0.133445,0.19239,0.1750675,0.139295,0.120335,0.148575,0.1632375,0.174475,0.2629775,0.414695,0.4053125,0.2668975,0.11366,0.11693,0.1460725,0.1453575,0.12017,0.08137,0.0916175,0.101435,0.126135,0.1752675,0.1992075,0.2837075,0.412175,NA,NA,NA,NA,NA,NA,0.70743,0.7456625,0.7288275,0.6645325,0.4035975,0.2453675,0.1917575,0.166395,0.1248275,0.08503,0.0765175,0.1016025,0.204965,0.217795,0.20565,0.1136525,0.0953225,0.097335,0.098265,0.104395,0.0844675,0.0699075,0.0393975,0.0337925,0.04852,0.047675,0.0696125
"300095.SZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.082745,0.18004,0.1590075,0.153805,0.18555,0.172665,0.1788225,0.1452375,0.1009,0.0806825,0.077965,0.076435,0.1022025,0.13088,0.1188675,0.1031525,0.08104,0.1752275,0.2263225,0.229465,0.14386,0.091495,0.08902,0.083335,0.092285,0.105695,0.088955,0.1299275,0.1455725,0.2245075,0.1860325,0.209,0.24619,0.2166275,0.1810125,0.1397625,0.1169675,0.12337,0.101435,0.1014675,0.14576,0.225945,0.2467,0.24738,0.221695,0.20971,0.1734475,0.1507775,0.1595975,0.156985,0.147245,0.162535,0.18657,0.2029275,0.1773475,NA,NA,NA,0.4747625,0.72698,1.116435,1.0053475,1.1090775,0.758665,0.6751725,0.4642375,0.6224675,0.4688475,0.4956275,0.2816425,0.2114975,0.2657675,0.2676225,0.1916875,0.092495,0.093095,NA,0.1443525,0.1546225,0.08198,0.0566025,0.0569775,0.0858525,0.08427,0.085355,0.09514,0.089915,0.0854425,0.0826975,0.096965,0.090375,0.124285
"300096.SZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0629625,0.3528225,0.2895475,0.27278,0.25716,0.25073,0.227,0.16063,0.1142325,0.1466725,0.1617375,0.158835,0.1706325,0.2710725,0.28425,0.2754325,0.184535,0.177895,0.303285,0.3044975,0.340465,0.2073325,0.17915,0.1300675,0.1035775,0.1139025,0.1158725,0.1353975,0.2039125,0.21011,0.221185,0.1794275,0.1853775,0.1618625,0.1643275,0.182435,0.196635,0.170755,0.2252,0.34526,0.36361,0.338985,0.2248,0.2808575,0.31707,0.2927625,0.271415,0.1413,0.212955,0.2586675,0.3415325,0.3633025,0.3262725,0.296715,0.3958025,0.4582575,0.593665,0.5713925,NA,NA,NA,NA,NA,0.838815,0.79671,0.7455025,0.5821725,0.748005,NA,0.795035,0.60347,0.3480825,0.2502075,0.14424,0.1016225,0.09276,0.0749975,0.1179325,0.135805,0.1445625,0.1153975,0.111115,0.1029175,0.0710525,0.0467475,0.0381,0.0548175,0.0734375,0.1475,0.168515,0.201015,0.2109
"300097.SZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7519775,0.256835,0.2143925,0.2350275,0.2000825,0.2524625,0.1942425,0.161135,0.068615,0.07969,0.0880825,0.09629,0.09651,0.2269475,0.241475,0.240045,0.16252,0.1556275,0.2280475,0.195045,0.1871,0.118375,0.1131075,0.1108025,0.09625,0.1232625,0.1225725,0.07904,0.08376,0.1082375,0.099945,0.10314,0.094815,0.10531,0.125205,0.1900325,0.3755175,0.5625875,0.421345,0.377945,0.309365,0.5369075,0.640895,0.74657,0.685335,0.4332175,0.3213225,0.2567725,0.227735,0.1843775,0.17168,0.1465,0.2326925,0.3333,0.364445,0.37118,0.402395,NA,NA,0.5989475,1.0179775,1.2979775,1.3914175,1.1575075,1.047045,0.5273675,0.6410725,0.622525,0.6645575,0.40782,0.381745,0.5453125,0.4729725,0.3332525,0.1220325,0.11949,0.151975,0.205155,0.1441475,0.1301625,0.08906,0.1000825,0.1207525,0.13448,0.1783175,0.20199,0.2014325,0.17618,0.2018575,0.2111875,0.238455,0.2546575
"300098.SZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5e-05,0.07152,0.07012,0.0803525,0.13317,0.12753,0.11089,0.05626,0.0515525,0.0681075,0.10338,0.1061325,NA,0.10215,NA,NA,0.1270475,0.16951,0.2472375,0.3387375,0.3404275,0.2853075,0.17777,0.168515,0.1667775,0.24313,0.4720925,0.5372425,0.5766025,0.323635,0.264865,0.249035,NA,0.24585,0.2473425,0.27752,0.31141,0.271435,0.1936675,0.157345,0.19395,0.210755,0.1907525,0.16892,0.1582,0.2059025,0.158765,0.1717,0.1422,0.14878,0.18098,0.21646,0.2134775,0.203095,0.1880175,NA,NA,NA,NA,0.6521025,1.064835,1.4349275,1.4449125,1.120895,0.938775,0.6979325,0.8673325,0.85909,0.8287575,0.5557375,0.33184,0.2969125,0.26971,0.2102575,0.10862,0.0697525,NA,NA,0.1469725,0.1351775,0.137655,0.0561525,0.05544,NA,0.07261,0.0694575,0.11314,0.105725,0.19841,0.1750975,0.188635,0.20047
"300099.SZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3756825,0.2523425,0.2620225,0.2571275,0.2924625,0.346155,0.3538425,0.317235,0.2869675,0.2390675,0.2270475,0.1538925,0.140265,0.1088225,0.1106325,0.1326725,0.13165,0.1654725,0.1490625,0.1534225,0.0967125,0.08533,0.0715775,0.0835075,0.1068725,0.091245,0.1036725,0.102525,0.1239975,0.2254625,0.2264825,0.2556,0.168015,0.1431775,NA,NA,0.2733175,0.3902875,0.4710375,NA,0.302975,0.2681725,0.2598175,0.20269,0.1432925,0.094005,0.07,0.0757675,0.090895,0.113865,0.111555,0.1381975,0.196145,0.1756275,0.138275,0.060805,0.1464625,0.2675875,NA,NA,NA,NA,NA,0.6011825,0.6707775,0.8869775,0.6367225,0.6446,0.410175,0.374205,0.410375,0.421455,0.3001275,0.193065,0.1431475,0.0938,0.1552525,0.2946675,0.4116875,0.4095275,0.43583,0.32442,0.2985425,0.21894,0.15079,0.0982,0.0686,0.0780525,0.1005725,0.1010025,0.1452725
"300100.SZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2706675,0.1960825,0.1615075,0.1430225,0.139225,0.1315775,0.097625,0.0693175,0.057125,0.081775,0.09636,0.1450575,0.2145425,0.2153825,0.1835475,0.1303275,0.151865,0.1902375,0.1596375,0.1510225,0.099025,0.11032,0.07689,0.12575,0.128235,0.132685,0.09073,0.0725,0.0986,0.0975425,0.2022275,0.1906375,0.18642,0.092855,0.17069,0.2039625,0.253005,0.1609225,0.1955175,0.1841625,0.2385825,0.17835,0.232115,0.184965,0.14831,NA,NA,NA,0.2041125,0.2167875,NA,0.315155,0.3949175,0.34729,0.3047125,0.333225,0.32296,0.4126025,0.54028,0.9679475,1.101425,1.092845,0.713815,0.5842675,0.418055,0.7112275,0.78208,0.922755,0.728455,0.5954075,0.58537,0.474355,0.279195,0.1635325,0.107615,NA,NA,0.136485,0.144255,0.1280425,NA,NA,NA,NA,NA,NA,0.2407425,0.20684,0.253445,0.1992925,0.2218875
"300101.SZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4672425,0.365535,0.35269,0.2878675,0.2733275,0.262235,0.236,0.17868,0.146235,0.1226425,0.159005,0.16088,0.1727225,0.18616,0.1979375,0.1874625,0.19597,0.3772125,0.35519,0.3542075,0.175165,0.162345,0.12454,0.1018025,0.118585,0.1317575,0.1298325,0.14773,0.16651,0.2912725,0.3027375,0.3015825,0.257005,0.306895,0.33645,0.34889,0.2946825,0.2523825,0.196335,0.2367175,0.35798,0.385585,0.44561,0.291495,0.25254,0.252085,0.30482,0.27435,0.2312425,0.1825025,0.17546,0.1430625,0.2806975,0.30806,0.3802525,NA,NA,NA,0.525155,1.09537,1.436375,1.353105,1.081855,0.859535,0.4349125,0.5306275,0.47213,0.56885,0.3536225,NA,0.3552925,0.33085,0.2558375,0.1067925,0.10227,0.0618325,0.0778875,0.1322,0.1573825,0.13977,0.1260425,0.13482,0.1710475,0.167455,0.1622025,0.1915625,0.1519725,0.179915,0.2280825,0.2018725,0.2351275
"300102.SZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41155,0.3533425,0.339935,0.2327075,0.188375,0.14539,0.1215175,0.1151575,0.1041875,0.0979,0.096005,0.1060525,0.1645075,0.21018,0.243735,0.282255,0.3755375,0.352095,0.316425,0.21291,0.20946,0.149225,0.178975,0.24972,0.283815,0.251155,0.1830625,0.1429975,0.1321275,0.1409175,0.1500625,0.1362675,0.21882,0.239685,0.28188,0.22795,0.203645,0.185315,0.1558425,0.2525025,0.3151875,0.40181,NA,NA,NA,0.3507975,0.2551925,0.1866875,0.17963,0.14128,0.1472125,0.1425225,0.152495,0.15381,0.2749825,0.30401,0.446585,0.5424325,0.94138,1.001495,0.9994475,NA,0.7536325,0.502555,0.5294625,0.4981125,0.442045,0.2008575,0.1673625,0.2269925,0.254755,0.239445,0.198415,0.1728125,0.1368875,0.135635,0.1483625,0.1360175,0.073725,0.06385,0.06272,0.060895,0.0699225,0.0997725,0.107715,0.0954325,0.1528475,0.20765,0.2445125,0.2354975
"300103.SZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1507075,0.1170975,0.111455,0.128125,0.1262,0.13312,0.111995,0.0752575,0.1399125,0.16013,0.21632,0.22666,0.23588,0.21797,0.1549,0.1055,0.0969425,0.1113525,0.123405,0.1441775,0.093855,0.0805275,0.0448075,0.0687025,0.2060425,0.4954475,0.5618075,0.532755,0.5843375,0.53148,0.512525,0.2624125,0.2234975,0.2022875,0.3663425,0.4253125,0.443055,0.33294,0.3058925,0.3063025,0.3406325,0.3248525,0.3301075,0.265495,NA,NA,0.2423825,0.150575,0.1036075,0.1644875,0.18608,0.2786025,0.4101275,0.42568,0.3514725,0.29077,0.28039,0.4232425,0.6307475,1.05182,1.2558625,1.24045,1.057475,0.740655,0.4383475,0.6144025,0.6596375,0.640545,0.36525,0.23557,0.1954775,0.1748825,0.144195,0.0990475,0.0731225,0.31799,0.43375,0.5194975,0.3220275,0.322925,0.364105,0.423825,0.329645,0.2048225,0.0737075,0.06658,0.06878,0.0935725,0.07636,0.0480025,NA
"300104.SZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.127815,0.2130925,0.18797,0.2948225,0.3935625,0.5074175,0.4843975,0.3184625,0.31756,0.3079975,0.3197025,0.22644,0.2012325,NA,0.25631,0.3617675,0.499355,0.5280575,0.54377,0.48129,0.4302575,0.3718025,0.34726,0.355805,0.3668175,0.3023875,0.24129,0.19865,0.18056,0.2092125,0.20028,0.2307275,0.35793,0.5417375,0.683725,0.6567375,NA,NA,0.687915,0.609105,0.68795,0.5552275,NA,0.460075,0.27787,0.2509075,0.207765,NA,0.3030375,0.2513925,NA,NA,0.238075,0.4385975,0.6818175,0.7485725,0.82034,0.8581525,0.9448775,1.0932325,1.0324025,1.1434475,0.88511,0.6699575,NA,NA,NA,NA,NA,NA,0.4810975,0.3399825,0.2682175,0.1095,0.0500075,0.0793175,NA,0.15592,0.1546075,0.1661175,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3072875,0.48424
"300105.SZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40324,0.2100975,0.20569,0.2114875,0.2767375,0.3080775,0.2984025,0.2013525,0.152125,0.141795,0.13548,0.124985,0.1087025,0.1464125,0.1300975,0.1254975,0.1042725,0.1576025,0.17569,0.189235,0.11318,0.11151,0.11829,0.167895,0.16348,0.15216,0.10819,0.137245,0.17238,0.21053,0.233385,0.2490425,0.1969825,0.2736625,0.352935,0.4431075,0.3030325,0.19871,0.2186175,0.195075,0.2217125,0.162735,0.2165775,0.23354,0.20229,0.128735,0.0737525,0.0784975,0.08373,0.1179125,0.1172,0.1293675,0.180015,0.17979,0.162475,0.1537425,0.213315,0.3188575,0.49576,0.9617525,1.1793975,1.089745,0.80602,0.5486525,0.2897075,0.33174,0.37777,0.4083675,0.239875,0.1373725,0.118075,0.095155,0.063395,0.07617,0.0670575,0.123425,0.1358625,0.15912,0.11124,0.080815,0.0684975,0.0850225,0.1538325,0.1789125,0.19694,0.21424,0.2040625,0.109135,0.0937775,0.076305,0.119545
"300106.SZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4403,0.283645,0.293695,0.2856525,0.2245375,0.1938825,0.14444,0.1172475,NA,0.127315,0.1350175,0.14836,0.2066325,0.23897,0.2350875,0.214115,0.238335,0.32573,0.27006,0.21261,0.1090775,0.1082925,0.088105,0.1158,0.126245,0.120675,0.0792275,0.10982,0.1973975,0.277385,0.2429525,0.21641,0.23171,0.25539,0.277505,0.2456675,0.34408,0.3230475,0.3122025,0.2267975,NA,0.2363075,0.20817,0.1229325,0.1333825,0.12629,0.107225,0.0576275,0.0648675,0.0773625,0.0866175,0.0825625,0.0891525,0.0907475,0.0833275,0.0649,0.1076,0.2173675,0.4334725,0.92447,1.0980075,1.248815,0.85038,0.6797825,0.3501675,NA,0.48329,0.4835625,0.3256525,0.18552,0.2234275,0.213285,0.213745,0.178825,0.15753,0.1506375,0.1132375,0.1176125,0.1056475,0.09634,0.0932225,0.11311,0.1106575,0.132425,0.0966525,0.0926075,0.1105225,0.1051025,0.1579825,0.12055,0.17998
"300107.SZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2069275,0.2063625,0.30919,0.29078,0.264625,0.2130075,0.1942925,0.22553,0.2045225,0.18789,0.1414275,0.120135,0.227275,0.2660775,0.2606125,0.1967425,0.222185,0.3176075,0.3004,0.35293,0.2636925,0.3048275,0.1983075,0.20116,0.1510425,0.165395,0.1176825,0.115715,0.1030625,0.110495,0.18091,0.17187,0.1873975,0.1215325,0.2702825,0.3099975,0.473745,0.38443,0.420245,0.2714025,0.321225,0.285535,0.29442,0.2360025,0.26476,0.266,0.23507,0.15852,0.116365,0.098335,0.1225925,0.155305,0.284025,0.325135,0.3134525,0.189405,0.31599,0.44484,0.6681675,0.9625225,1.00551,0.941305,0.711105,0.56004,0.3099075,0.4150075,0.402375,0.445855,0.251965,0.1981725,0.1573,0.1203075,0.0762525,0.11424,0.1194925,0.1348775,0.092815,0.1007775,0.10025,0.0597375,0.2696475,0.58425,0.64939,0.3872575,0.13581,0.1112675,0.06004,0.0657025,0.0879075,0.3503575,0.490795
"300108.SZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.473185,0.1599075,0.1466175,0.20423,NA,0.414705,0.3405375,0.3205475,0.1774725,0.1824025,0.245795,0.26545,0.22319,0.2333925,0.220885,0.1905225,0.1629025,0.2119625,0.197885,0.18793,0.2096725,0.222985,0.3020225,0.2323,0.27173,0.172875,0.16189,0.12955,0.119055,0.1102525,0.108265,0.1053225,0.1072575,0.10435,0.1701925,0.1671225,0.1652725,0.091765,0.0979575,NA,NA,NA,0.4970125,0.62401,0.6916,0.2896425,0.2562625,0.2272225,0.18157,0.1296625,0.08948,0.118125,0.1994925,0.20303,0.2214825,0.122045,0.17758,0.260735,0.5952725,NA,NA,NA,NA,1.0182975,0.8625375,0.7078625,0.529445,0.5178225,0.2468,0.1351025,0.1194825,0.13047,0.1171025,0.1461525,0.120615,0.1077075,0.0804275,0.088485,0.08233,0.0648475,0.0381525,NA,NA,NA,0.0905375,0.0981875,0.10461,0.0756375,0.07967,0.0746675,0.10625
"300109.SZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.595855,0.897635,0.6182525,0.483835,0.2462025,0.223545,0.1947125,0.170355,0.1686,0.1503575,0.152485,0.168825,0.395925,0.52282,0.5639625,0.32535,0.276245,0.272255,0.246685,0.23842,0.245565,0.25887,0.21325,0.16619,0.15787,0.176,0.1394125,0.158125,0.12337,0.156485,0.17721,0.1860325,0.1666,0.1646575,0.1750375,0.2146225,0.2146825,0.1981025,0.21336,0.155085,0.266335,0.2866225,0.399425,0.3392025,0.313185,0.188035,NA,NA,NA,NA,NA,0.353575,0.6823775,0.831685,0.6881725,0.5992175,0.7044175,0.8328925,1.0346475,NA,1.2515175,1.3675975,1.257805,1.1074475,0.73788,0.88308,0.780865,0.7708925,0.5493075,0.44944,0.376035,0.357295,0.2868025,0.1807375,0.1296425,0.0786,0.0961,0.136115,0.12863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39112,0.446595
